No	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X
231	0.549262	0.851233	0.603708	0.256102	0.390361	0.72805	0.364022	0.343368	0.638691	0.576448	0.817395	0.691154	0.314306	0.436314	0.835825	0.3136	0.287632	0.675739	0.871053	0.245846	0.860105	0.817953	0.821251	0.443294
232	0.524318	0.817953	0.576508	0.213499	0.442271	0.834976	0.357055	0.379562	0.416673	0.695532	0.790003	0.68521	0.287632	0.40335	0.7756	0.314306	0.346564	0.771142	0.771303	0.293211	0.699147	0.746911	0.719413	0.457721
233	0.515428	0.746911	0.702565	0.201089	0.222675	0.863039	0.37151	0.332033	0.41656	0.660416	0.765735	0.829136	0.346564	0.508419	0.756151	0.287632	0.343368	0.740931	0.735831	0.317891	0.628468	0.77277	0.758501	0.469087
234	0.460781	0.77277	0.330887	0.135894	0.317548	0.795421	0.386244	0.300212	0.496112	0.531422	0.920077	0.80135	0.343368	0.451903	0.932933	0.346564	0.379562	0.757248	0.879168	0.120208	0.826176	0.672113	0.638456	0.504404
235	0.429962	0.672113	0.234994	0.0874341	0.251609	0.90409	0.367205	0.385954	0.627307	0.46154	0.747896	0.776734	0.379562	0.59811	0.759341	0.343368	0.332033	0.743127	0.739004	0.106319	0.865104	0.807879	0.76274	0.472368
236	0.453353	0.807879	0.669669	0.144536	0.181334	0.93653	0.405018	0.25793	0.695441	0.550573	0.672289	0.933293	0.332033	0.427077	0.673614	0.379562	0.300212	0.679794	0.700872	0.252018	0.921581	0.811547	0.778103	0.449222
237	0.45607	0.811547	0.674092	0.142412	0.232987	0.971541	0.379858	0.541424	0.622841	0.660173	0.883782	0.758639	0.300212	0.314943	0.871797	0.332033	0.385954	0.719023	0.836702	0.357534	0.891189	0.812901	0.787493	0.422093
238	0.443294	0.812901	0.662225	0.234743	0.395406	0.972923	0.428528	0.409264	0.544929	0.771059	0.925425	0.681946	0.385954	0.259676	0.899729	0.300212	0.25793	0.607007	0.789126	0.355985	0.856693	0.825496	0.842258	0.428601
239	0.457721	0.825496	0.684276	0.240807	0.231191	0.918205	0.549262	0.204077	0.66047	0.625644	0.985839	0.896477	0.25793	0.357594	0.986601	0.385954	0.541424	0.595138	0.804054	0.240601	0.8232	0.720742	0.74347	0.422093
240	0.469087	0.720742	0	0.264661	0.687443	0.907357	0.524318	0.345252	0.565835	0.643553	0.953329	0.938718	0.541424	0.476017	0.945081	0.25793	0.409264	0.607248	0.74338	0.436314	0.751702	0.610252	0.593708	0.416507
241	0.504404	0.610252	0.225197	0.223193	0.177302	0.923991	0.515428	0.434761	0.306414	0.704593	0.916428	1	0.409264	0.373961	0.902228	0.541424	0.204077	0.739217	0.747163	0.40335	0.777727	0.704275	0.720795	0.387119
242	0.472368	0.704275	0.653555	0.234669	0.287372	0.785823	0.460781	0.489758	0.538696	0.507912	0.880598	0.967022	0.204077	0.464634	0.896933	0.409264	0.345252	0.758136	0.810286	0.508419	0.676424	0.700809	0.691513	0.413349
243	0.449222	0.700809	0.659099	0.219897	0.355097	0.652595	0.429962	0.345353	0.774402	0.420003	0.804116	0.929591	0.345252	0.567648	0.78571	0.204077	0.434761	0.811996	0.731815	0.451903	0.813062	0.674851	0.66781	0.375049
244	0.422093	0.674851	0.672691	0.164427	0.194015	0.675367	0.453353	0.719331	0.659139	0.714915	0.831955	0.893247	0.434761	0.760468	0.8284	0.345252	0.489758	1	0.801731	0.59811	0.816753	0.694305	0.693823	0.368537
245	0.428601	0.694305	0.699882	0.422704	0.422957	0.712614	0.45607	0.113761	0.534086	0.769434	0.723589	0.815666	0.489758	0.667438	0.697293	0.434761	0.345353	0.882263	0.623037	0.427077	0.818116	0.515131	0.503191	0.3264
246	0.422093	0.515131	0.667655	0.66097	0.396994	0.666174	0.443294	0.564364	0.536687	0.786277	0.869754	0.843906	0.345353	0.609673	0.83303	0.489758	0.719331	0.696379	0.739785	0.314943	0.830792	0.677177	0.654679	0.347336
247	0.416507	0.677177	0.673198	1	0.773426	0.634562	0.457721	0.433348	0.546293	0.592724	0.873702	0.733983	0.719331	0.536525	0.849808	0.345353	0.113761	0.667532	0.814133	0.259676	0.725365	0.629244	0.626318	0.333783
248	0.387119	0.629244	0.653555	0.850747	0.387607	0.616211	0.469087	0.0328636	0.588209	0.567677	0.87516	0.882247	0.113761	0.573846	0.860064	0.719331	0.564364	0.703636	0.819291	0.357594	0.614167	0.674613	0.685609	0.505593
249	0.413349	0.674613	0.64852	0.772336	0.437001	0.650447	0.504404	0.682028	0.657704	0.636509	0.88872	0.886252	0.564364	0.576764	0.919875	0.113761	0.433348	0.775706	0.868281	0.476017	0.708793	0.764236	0.768236	0.290503
250	0.375049	0.764236	0.642477	0.51411	0.383391	0.502426	0.472368	0.237479	0.729852	0.660425	0.775942	0.887731	0.433348	0.497955	0.811984	0.564364	0.0328636	0.485662	0.845849	0.373961	0.705304	0.687029	0.645485	0.290576
251	0.368537	0.687029	0.629385	0.688228	0.501098	0.21902	0.449222	0.0666689	0.755328	0.7555	0.656991	0.901486	0.0328636	0.469193	0.648421	0.433348	0.682028	0.445785	0.835839	0.464634	0.67918	0.659351	0.641399	0.318241
252	0.3264	0.659351	0.618307	0.661899	0.496813	0.416132	0.422093	0.549632	0.583855	0.793438	0.758214	0.787088	0.682028	0.567377	0.787219	0.0328636	0.237479	0.612336	0.755681	0.567648	0.698759	0.578324	0.578262	0.325767
253	0.347336	0.578324	0.640963	0.655323	0.467629	0.477471	0.428601	0.207407	0.705239	0.738415	0.754483	0.666428	0.237479	0.442426	0.755239	0.682028	0.0666689	0.613321	0.770074	0.760468	0.518435	0.575123	0.55928	0.311075
254	0.333783	0.575123	0.653555	0.66874	0.841543	0.525576	0.422093	0.447476	0.713186	0.726784	0.726537	0.769105	0.0666689	0.523472	0.729351	0.237479	0.549632	0.644984	0.739236	0.667438	0.681521	0.523692	0.515637	0.294654
255	0.505593	0.523692	0.639343	0.864299	0.804925	0.494897	0.416507	0.203337	0.652868	0.814034	0.747481	0.76532	0.549632	0.396405	0.757762	0.0666689	0.207407	0.600026	0.779565	0.609673	0.63328	0.603898	0.594167	0.266458
256	0.290503	0.603898	0.621328	0.859239	0.221658	0.441157	0.387119	0.531939	0.732416	0.778811	0.554584	0.736973	0.207407	0.605205	0.549563	0.549632	0.447476	0.578188	0.610383	0.536525	0.67894	0.656715	0.641569	0.276513
257	0.290576	0.656715	0.601242	0.769946	0.183809	0.39447	0.413349	0.45861	0.659896	0.76126	0.729041	0.758218	0.447476	0.566841	0.715011	0.207407	0.203337	0.562146	0.756604	0.573846	0.769138	0.647842	0.636821	0.291328
258	0.318241	0.647842	0.608743	0.712481	0.240904	0.411993	0.375049	0.419691	0.869174	0.762312	0.677437	0.56255	0.203337	0.511578	0.684035	0.447476	0.531939	0.595806	0.673342	0.576764	0.691436	0.58528	0.562093	0.286033
259	0.325767	0.58528	0.589101	0.693322	0.233355	0.441985	0.368537	0.706045	0.656018	0.802956	0.726281	0.739513	0.531939	0.37879	0.748791	0.203337	0.45861	0.605933	0.745774	0.497955	0.66358	0.645588	0.62311	0.308864
260	0.311075	0.645588	0.597713	0.696834	0.247504	0.443772	0.3264	0.394833	0.647997	0.804415	0.822767	0.687167	0.45861	0.485554	0.839032	0.531939	0.419691	0.623077	0.808674	0.469193	0.582034	0.544805	0.544311	0.333783
261	0.294654	0.544805	0.589101	0.691538	0.514228	0.425395	0.347336	0.471828	0.57099	0.810339	0.739647	0.736713	0.419691	0.593697	0.70497	0.45861	0.706045	0.597389	0.736497	0.567377	0.578813	0.579479	0.53681	0.277388
262	0.266458	0.579479	0.623737	0.654693	0.241779	0.484806	0.333783	0.710821	0.723878	0.805709	0.709849	0.834586	0.706045	0.719812	0.700506	0.419691	0.394833	0.636936	0.792242	0.442426	0.527052	0.61902	0.598091	0.24766
263	0.276513	0.61902	0.586587	0.61217	0.350648	0.44467	0.505593	0.839079	0.680315	0.426319	0.622617	0.750272	0.394833	0.670837	0.631551	0.706045	0.471828	0.591145	0.665125	0.523472	0.607772	0.61213	0.579743	0.246275
264	0.291328	0.61213	0.546802	0.597154	0.23052	0.436367	0.290503	1	0.619182	0.538394	0.619171	0.720046	0.471828	0.599569	0.61082	0.394833	0.710821	0.578002	0.668263	0.396405	0.660928	0.588006	0.607378	0.201344
265	0.286033	0.588006	0.328768	0.602992	0.324967	0.449241	0.290576	0.461401	0.801454	0.552168	0.563801	0.63156	0.710821	0.551281	0.563156	0.471828	0.839079	0.615792	0.591905	0.605205	0.651997	0.595364	0.556989	0.195636
266	0.308864	0.595364	0.6032	0.406522	0.257343	0.43207	0.318241	0.591173	0.796953	0.559125	0.65015	0.628065	0.839079	0.579181	0.648922	0.710821	1	0.570366	0.726052	0.566841	0.589035	0.514602	0.494664	0.175841
267	0.333783	0.514602	0.584734	0.290852	0.206728	0.392956	0.325767	0.270376	0.522423	0.548139	0.707012	0.5719	1	0.671464	0.700693	0.839079	0.461401	0.527233	0.795162	0.511578	0.649729	0.467109	0.463487	0.190365
268	0.277388	0.467109	0.555528	0.290291	0.20341	0.346568	0.311075	0.0313499	0.5696	0.547571	0.697459	0.659489	0.461401	0.69644	0.695507	1	0.591173	0.482599	0.745455	0.37879	0.5483	0.503266	0.517346	0.206565
269	0.24766	0.503266	0.520005	0.272914	0.235251	0.375882	0.294654	0.708097	0.617074	0.556856	0.630106	0.717168	0.591173	0.809678	0.613893	0.461401	0.270376	0.516279	0.704876	0.485554	0.583196	0.234922	0.274918	0.118693
270	0.246275	0.234922	0.514293	0.266573	0.2007	0.366248	0.266458	0.22389	0.757158	0.562058	0.695032	0.707477	0.270376	0.856777	0.680532	0.591173	0.0313499	0.494151	0.770238	0.593697	0.622991	0	0	0.0973449
271	0.201344	0	0.521117	0.252376	0.213484	0.452226	0.276513	0.531939	0.685487	0.560269	0.586531	0.639157	0.0313499	0.654561	0.594471	0.270376	0.708097	0.472354	0.675555	0.719812	0.616057	0	0	0.0840828
272	0.195636	0	0.54076	0.184503	0.202214	0.662898	0.291328	0.180396	0.853307	0.54122	0.623861	0.705016	0.708097	0.686607	0.586279	0.0313499	0.22389	0.471493	0.69433	0.670837	0.591778	0	0	0.0869961
273	0.175841	0	0.524138	0.251914	0.206529	0.612557	0.286033	0	0.787914	0.542219	0.66643	0.594956	0.22389	0.784135	0.653208	0.708097	0.531939	0.45108	0.747289	0.599569	0.599183	0	0	0.0761402
274	0.190365	0	0.486714	0.254519	0.329727	0.624409	0.308864	0.51697	0.758268	0.550359	0.659012	0.632822	0.531939	0.628812	0.633168	0.22389	0.180396	0.469118	0.743518	0.551281	0.517903	0.0131971	0.0124721	0.106281
275	0.206565	0.0131971	0.483185	0.250036	0.213822	0.620068	0.333783	0.124423	0.758052	0.538723	0.633041	0.676003	0.180396	0.507672	0.663351	0.531939	0	0.47645	0.711822	0.579181	0.470106	0.0624984	0.0590651	0.114321
276	0.118693	0.0624984	0.447494	0.2417	0.241027	0.671686	0.277388	0.312322	0.734746	0.549259	0.640962	0.668479	0	0.392379	0.608317	0.180396	0.51697	0.534779	0.771535	0.671464	0.506494	0.113858	0.107604	0.13006
277	0.0973449	0.113858	0.423935	0.240686	0.217589	0.677128	0.24766	0.710955	0.759475	0.542112	0.554015	0.642134	0.51697	0.422545	0.540249	0	0.124423	0.541395	0.608267	0.69644	0.236429	0.165218	0.156142	0.091151
278	0.0840828	0.165218	0.364008	0.175702	0.337544	0.645454	0.246275	0.346463	0.396394	0.548464	0.502885	0.650168	0.124423	0.44183	0.506199	0.51697	0.312322	0.572253	0.562682	0.809678	0	0.216578	0.204681	0.0861253
279	0.0869961	0.216578	0.34236	0.162049	0.206577	0.728922	0.201344	0.596623	0.0003362	0.554713	0.54181	0.561973	0.312322	0.498702	0.565022	0.124423	0.710955	0.718603	0.690826	0.856777	0	0.267939	0.253219	0
280	0.0761402	0.267939	0.308618	0.175921	0.246193	0.718972	0.195636	0.7085	0.000686215	0.543761	0.252914	0.510108	0.710955	0.616738	0.300253	0.312322	0.346463	0.607923	0.47974	0.654561	0	0.319298	0.301757	0.200371
281	0.106281	0.319298	0.269292	0.174169	0.372658	0.696174	0.175841	0.232365	0.00010552	0.531354	0	0.549593	0.346463	0.624189	0	0.710955	0.596623	0.589899	0	0.686607	0	0.314549	0.303275	0.21249
282	0.114321	0.314549	0.249706	0.17217	0.234577	0.671871	0.190365	0.153251	0.000242804	0.526845	0	0.256547	0.596623	0.668571	0	0.346463	0.7085	0.572129	0	0.784135	0.0132817	0.235614	0.241391	0.170934
283	0.13006	0.235614	0.210429	0.17344	0.229042	0.693048	0.206565	0.144673	0	0.521958	0	0	0.7085	0.56818	0	0.596623	0.232365	0.594759	0	0.628812	0.0628993	0.226421	0.253299	0.144486
284	0.091151	0.226421	0.229789	0.174587	0.212962	0.705649	0.118693	0.348818	0.363173	0.530021	0	0	0.232365	0.591431	0	0.7085	0.153251	0.627166	0	0.507672	0.114589	0.358446	0.368956	0.282172
285	0.0861253	0.358446	0.0336857	0.135425	0.327696	0.662211	0.0973449	0.337079	0.703294	0.371624	0.0142078	0	0.153251	0.650273	0.0136214	0.232365	0.144673	0.562938	0.0280539	0.392379	0.166278	0.431371	0.404503	0.331258
286	0	0.431371	0.122811	0.188331	0.214915	0.649883	0.0840828	0.556259	0.649609	0.512654	0.067285	0	0.144673	0.752746	0.0645082	0.153251	0.348818	0.594725	0.132857	0.422545	0.217967	0.128496	0.152473	0.342674
287	0.200371	0.128496	0.108824	0.176319	0.293939	0.700682	0.0869961	0.770998	0.784741	0.523572	0.122579	0.0144119	0.348818	0.77528	0.11752	0.144673	0.337079	0.610732	0.242035	0.44183	0.269657	0.328583	0.35884	0.353019
288	0.21249	0.328583	0.0859988	0.168898	0.664963	0.732814	0.0761402	0.787918	0.705535	0.526792	0.177872	0.0682515	0.337079	0.729139	0.170531	0.348818	0.556259	0.622546	0.351215	0.498702	0.321347	0.357283	0.34538	0.361546
289	0.170934	0.357283	0.0989784	0.180297	0.985043	0.784273	0.106281	0.799321	0.618001	0.540891	0.233165	0.124339	0.556259	0.775641	0.223543	0.337079	0.770998	0.676324	0.460394	0.616738	0.316567	0.251863	0.272205	0.381652
290	0.144486	0.251863	0.119451	0.19979	0.950632	0.757505	0.114321	0.799792	0.70177	0.634889	0.28846	0.180427	0.770998	0.58583	0.276554	0.556259	0.787918	0.673873	0.569572	0.624189	0.237125	0.440289	0.443261	0.412695
291	0.282172	0.440289	0.029762	0.17946	0.209305	0.713389	0.13006	0.409264	0.717511	0.488888	0.343753	0.236515	0.787918	0.745209	0.329565	0.770998	0.799321	0.63635	0.678751	0.668571	0.227874	0.753648	0.727421	0.431494
292	0.331258	0.753648	0.140431	0.185404	0.185398	0.684172	0.091151	0.556342	0.758748	0.536047	0.33864	0.292603	0.799321	0.95609	0.331223	0.787918	0.799792	0.625541	0.604388	0.56818	0.360746	0.792799	0.755796	0.479191
293	0.342674	0.792799	0.110218	0.187437	0.425547	0.701748	0.0861253	0.796697	0.741108	0.526336	0.253659	0.348691	0.799792	0.954485	0.263636	0.799321	0.409264	0.601417	0.331899	0.591431	0.434138	0.808159	0.784102	0.443952
294	0.353019	0.808159	0.0598624	0.190453	0.281451	0.718338	0	0.625652	0.718469	0.531524	0.243763	0.343504	0.409264	0.812867	0.276641	0.799792	0.556342	0.599234	0.311365	0.650273	0.12932	0.914718	0.890086	0.43958
295	0.361546	0.914718	0.187773	0.198722	0.557534	0.725972	0.200371	0.730095	0.717563	0.524014	0.385899	0.257303	0.556342	0.712807	0.402956	0.409264	0.796697	0.623696	0.439807	0.752746	0.33069	0.805458	0.782573	0.479436
296	0.381652	0.805458	0.469255	0.201568	0.551889	0.778964	0.21249	0.811228	0.566686	0.522259	0.464409	0.247264	0.796697	0.762288	0.441779	0.556342	0.625652	0.639628	0.555911	0.77528	0.359575	0.809371	0.785981	0.462897
297	0.412695	0.809371	0.0453762	0.199985	0.915598	0.794787	0.170934	0.910306	0.716328	0.509769	0.138337	0.391442	0.625652	0.636323	0.166524	0.796697	0.730095	0.657852	0.438455	0.729139	0.253478	0.835408	0.845609	0.425153
298	0.431494	0.835408	0.124325	0.214735	0.731045	0.82499	0.144486	0.955297	0.82329	0.363423	0.353748	0.47108	0.730095	0.646247	0.391909	0.625652	0.811228	0.54607	0.514408	0.775641	0.443113	0.835717	0.825909	0.390469
299	0.479191	0.835717	0.0941121	0.221455	0	0.66038	0.282172	0.467322	0.891421	0.522889	0.384647	0.140324	0.811228	0.818202	0.377208	0.730095	0.910306	0.49599	0.420618	0.58583	0.758483	0.916594	0.915622	0.41692
300	0.443952	0.916594	0.117275	0.191667	0.779201	0.732946	0.331258	0.626425	0.965427	0.516552	0.271152	0.35883	0.910306	0.997407	0.29729	0.811228	0.955297	0.564638	0.394274	0.745209	0.797884	0.92886	0.911318	0.565707
301	0.43958	0.92886	0.279524	0.187499	0.985942	0.741065	0.342674	0.863433	0.966151	0.514676	0.47401	0.390172	0.955297	0.972186	0.484109	0.910306	0.467322	0.495501	0.577745	0.95609	0.813344	0.993626	1	0.546516
302	0.479436	0.993626	0.279363	0.185769	0.751944	0.74906	0.353019	0.820882	0.703108	0.512814	0.811369	0.275047	0.467322	1	0.794456	0.955297	0.626425	0.540899	0.77158	0.954485	0.920586	0.773131	0.778689	0.524175
303	0.462897	0.773131	0.315619	0.179103	0.988625	0.743116	0.361546	0.804198	0.510016	0.562092	0.853518	0.480819	0.626425	0.79114	0.825446	0.467322	0.863433	0.635676	0.807452	0.812867	0.810625	0.921252	0.919891	0.491387
304	0.425153	0.921252	0.34236	0.198023	0.536751	0.767059	0.381652	0.803895	0.79005	0.549041	0.870055	0.823024	0.863433	0.653222	0.856361	0.626425	0.820882	0.680551	0.837673	0.712807	0.814563	0.857245	0.84198	0.48592
305	0.390469	0.857245	0.354953	0.181757	0.319199	0.710104	0.412695	0.596925	0.753792	0.533351	0.984775	0.865778	0.820882	0.79284	0.972111	0.863433	0.804198	0.66895	0.905776	0.762288	0.840767	0.929654	0.939117	0.486141
306	0.41692	0.929654	0.403286	0.171297	0.465442	0.694959	0.431494	0.80403	0.86201	0.513871	0.867147	0.882553	0.804198	0.748484	0.854691	0.820882	0.803895	0.641672	0.882013	0.636323	0.841078	0.855134	0.854986	0.480457
307	0.565707	0.855134	0.427964	0.183026	0.163074	0.613499	0.479191	0.7011	0.85215	0.596282	0.87136	0.998921	0.803895	0.749531	0.858412	0.804198	0.596925	0.616212	0.879391	0.646247	0.922474	0.95951	0.95323	0.48592
308	0.546516	0.95951	0.427964	0.17865	0.242126	0.642126	0.443952	0.852199	0.926017	0.543208	0.89939	0.879603	0.596925	0.844913	0.923535	0.803895	0.80403	0.599847	0.899154	0.818202	0.934818	1	0.983969	0.478341
309	0.524175	1	0.486827	0.179357	0.582705	0.685889	0.43958	0.682735	0.885021	0.514535	0.899724	0.883876	0.80403	0.832809	0.90202	0.596925	0.7011	0.617576	0.90867	0.997407	1	0.951106	0.948751	0.48264
310	0.491387	0.951106	0.487496	0.182704	0.870198	0.696878	0.479436	0.328467	0.144177	0.517512	0.986795	0.912309	0.7011	0.915851	1	0.80403	0.852199	0.643352	0.999797	0.972186	0.778091	0.936062	0.931376	0.478705
