Time	MypongaWtp.Cl(t)	MypongaFws.Cl(t)	MypongaFws.Cl(t-17)	CactusCyn.Temp(t-13)	AldingaRd.Cl(t)	AldingaRd.Cl(t-1)	AldingaRd.Cl(t-3)	AldingaRd.Cl(t-24)	AldingaRd.Cl(t-27)	AldingaRd.Cl(t-47)	AldingaRd.Cl(t+24)
2003-05-04 01	3.2375	2.241666667	2.293333333	17.60833333	0.931666667	0.880833333	0.881666667	0.946666667	0.959166667	1.003333333	1.095833333
2003-05-04 02	3.345	2.190833333	2.2725	18.1	0.986666667	0.931666667	0.8775	0.94	0.963333333	0.999166667	1.085
2003-05-04 03	3.28	2.135833333	2.325	18.075	1.0125	0.986666667	0.880833333	0.931666667	0.955	0.995833333	1.0825
2003-05-04 04	3.2825	2.095	2.394166667	18.4	1.029166667	1.0125	0.931666667	0.9275	0.946666667	0.99	1.065833333
2003-05-04 05	3.2475	2.068333333	2.404166667	18.50833333	1.038333333	1.029166667	0.986666667	0.921666667	0.94	0.9875	1.054166667
2003-05-04 06	3.0125	2.0375	2.381666667	18.31666667	1.024166667	1.038333333	1.0125	0.91	0.931666667	0.9825	1.045833333
2003-05-04 07	3.155	2.008333333	2.385833333	17.48333333	1.028333333	1.024166667	1.029166667	0.909166667	0.9275	0.9775	1.045
2003-05-04 08	3.5025	1.983333333	2.358333333	17.1	1.055833333	1.028333333	1.038333333	0.899166667	0.921666667	0.983333333	1.0625
2003-05-04 09	2.3325	1.9625	2.4075	16.95833333	1.09	1.055833333	1.024166667	0.921666667	0.91	0.9775	1.066666667
2003-05-04 10	0	2.039166667	2.406666667	16.76666667	1.14	1.09	1.028333333	0.9275	0.909166667	1	1.075
2003-05-04 11	0.3525	2.1375	2.381666667	16.43333333	1.173333333	1.14	1.055833333	0.945	0.899166667	0.9925	1.071666667
2003-05-04 12	0.505	2.210833333	2.388333333	16.36666667	1.201666667	1.173333333	1.09	0.951666667	0.921666667	0.985833333	1.074166667
2003-05-04 13	0.9675	2.224166667	2.359166667	16.25833333	1.209166667	1.201666667	1.14	0.9525	0.9275	0.9675	1.068333333
2003-05-04 14	1.1175	2.234166667	2.376666667	16.06666667	1.193333333	1.209166667	1.173333333	0.935833333	0.945	0.963333333	1.076666667
2003-05-04 15	2.27	2.231666667	2.403333333	15.73333333	1.1925	1.193333333	1.201666667	0.933333333	0.951666667	0.9475	1.089166667
2003-05-04 16	3.505	2.249166667	2.336666667	15.45833333	1.194166667	1.1925	1.209166667	0.930833333	0.9525	0.93	1.089166667
2003-05-04 17	3.2825	2.230833333	2.306666667	15.46666667	1.1975	1.194166667	1.193333333	0.9275	0.935833333	0.9275	1.068333333
2003-05-04 18	3.3775	2.25	2.241666667	15.30833333	1.179166667	1.1975	1.1925	0.919166667	0.933333333	0.933333333	1.015
2003-05-04 19	3.3775	2.295833333	2.190833333	15.21666667	1.160833333	1.179166667	1.194166667	0.8925	0.930833333	0.930833333	0.965
2003-05-04 20	3.205	2.330833333	2.135833333	15.08333333	1.1525	1.160833333	1.1975	0.853333333	0.9275	0.938333333	0.964166667
2003-05-04 21	3.425	2.330833333	2.095	15.09166667	1.1375	1.1525	1.179166667	0.890833333	0.919166667	0.959166667	0.9875
2003-05-04 22	4.265	2.255	2.068333333	15.49166667	1.1325	1.1375	1.160833333	0.881666667	0.8925	0.963333333	0.9975
2003-05-04 23	3.1225	2.17	2.0375	15.78333333	1.124166667	1.1325	1.1525	0.8775	0.853333333	0.955	0.995
2003-05-05 00	3.265	2.133333333	2.008333333	16.38333333	1.110833333	1.124166667	1.1375	0.880833333	0.890833333	0.946666667	0.993333333
2003-05-05 01	3.17	2.0625	1.983333333	17.05833333	1.095833333	1.110833333	1.1325	0.931666667	0.881666667	0.94	1.0325
2003-05-05 02	3.2075	2.025833333	1.9625	17.575	1.085	1.095833333	1.124166667	0.986666667	0.8775	0.931666667	1.055
2003-05-05 03	3.1325	1.999166667	2.039166667	18	1.0825	1.085	1.110833333	1.0125	0.880833333	0.9275	1.0475
2003-05-05 04	3.2575	1.964166667	2.1375	18.35	1.065833333	1.0825	1.095833333	1.029166667	0.931666667	0.921666667	1.036666667
2003-05-05 05	3.1725	1.940833333	2.210833333	18.28333333	1.054166667	1.065833333	1.085	1.038333333	0.986666667	0.91	1.054166667
2003-05-05 06	3.065	1.913333333	2.224166667	17.70833333	1.045833333	1.054166667	1.0825	1.024166667	1.0125	0.909166667	1.0575
2003-05-05 07	3.1675	1.876666667	2.234166667	16.825	1.045	1.045833333	1.065833333	1.028333333	1.029166667	0.899166667	1.078333333
2003-05-05 08	3.0025	1.863333333	2.231666667	16.35	1.0625	1.045	1.054166667	1.055833333	1.038333333	0.921666667	1.104166667
2003-05-05 09	3.285	1.930833333	2.249166667	16.05	1.066666667	1.0625	1.045833333	1.09	1.024166667	0.9275	1.113333333
2003-05-05 10	3.11	2.043333333	2.230833333	15.875	1.075	1.066666667	1.045	1.14	1.028333333	0.945	1.1025
2003-05-05 11	3.16	2.1575	2.25	15.91666667	1.071666667	1.075	1.0625	1.173333333	1.055833333	0.951666667	1.093333333
2003-05-05 12	3.0275	2.215833333	2.295833333	15.95	1.074166667	1.071666667	1.066666667	1.201666667	1.09	0.9525	1.085
2003-05-05 13	3.06	2.233333333	2.330833333	15.825	1.068333333	1.074166667	1.075	1.209166667	1.14	0.935833333	1.079166667
2003-05-05 14	3.1875	2.2575	2.330833333	15.80833333	1.076666667	1.068333333	1.071666667	1.193333333	1.173333333	0.933333333	1.071666667
2003-05-05 15	3.0375	2.310833333	2.255	15.65833333	1.089166667	1.076666667	1.074166667	1.1925	1.201666667	0.930833333	1.068333333
2003-05-05 16	3.1375	2.323333333	2.17	15.56666667	1.089166667	1.089166667	1.068333333	1.194166667	1.209166667	0.9275	1.059166667
2003-05-05 17	2.9925	2.368333333	2.133333333	15.15	1.068333333	1.089166667	1.076666667	1.1975	1.193333333	0.919166667	1.075
2003-05-05 18	3.01	2.376666667	2.0625	15.11666667	1.015	1.068333333	1.089166667	1.179166667	1.1925	0.8925	1.0975
2003-05-05 19	3.0425	2.395	2.025833333	14.75833333	0.965	1.015	1.089166667	1.160833333	1.194166667	0.853333333	1.120833333
2003-05-05 20	3.0275	2.421666667	1.999166667	14.53333333	0.964166667	0.965	1.068333333	1.1525	1.1975	0.890833333	1.1375
2003-05-05 21	3.02	2.4275	1.964166667	15.13333333	0.9875	0.964166667	1.015	1.1375	1.179166667	0.881666667	1.154166667
2003-05-05 22	2.99	2.395833333	1.940833333	16.25	0.9975	0.9875	0.965	1.1325	1.160833333	0.8775	1.178333333
2003-05-05 23	3.0425	2.401666667	1.913333333	16.66666667	0.995	0.9975	0.964166667	1.124166667	1.1525	0.880833333	1.1925
2003-05-06 00	2.9925	2.441666667	1.876666667	17.29166667	0.993333333	0.995	0.9875	1.110833333	1.1375	0.931666667	1.181666667
2003-05-06 01	3.055	2.453333333	1.863333333	17.74166667	1.0325	0.993333333	0.9975	1.095833333	1.1325	0.986666667	1.169166667
2003-05-06 02	2.94	2.459166667	1.930833333	18.09166667	1.055	1.0325	0.995	1.085	1.124166667	1.0125	1.165833333
2003-05-06 03	3.1725	2.456666667	2.043333333	18.45833333	1.0475	1.055	0.993333333	1.0825	1.110833333	1.029166667	1.163333333
2003-05-06 04	2.9275	2.445	2.1575	18.75833333	1.036666667	1.0475	1.0325	1.065833333	1.095833333	1.038333333	1.17
2003-05-06 05	2.945	2.443333333	2.215833333	18.625	1.054166667	1.036666667	1.055	1.054166667	1.085	1.024166667	1.180833333
2003-05-06 06	3.0025	2.405	2.233333333	18.275	1.0575	1.054166667	1.0475	1.045833333	1.0825	1.028333333	1.181666667
2003-05-06 07	3.02	2.414166667	2.2575	17.325	1.078333333	1.0575	1.036666667	1.045	1.065833333	1.055833333	1.170833333
2003-05-06 08	3.1425	2.4125	2.310833333	16.74166667	1.104166667	1.078333333	1.054166667	1.0625	1.054166667	1.09	1.1525
2003-05-06 09	3.0425	2.416666667	2.323333333	16.525	1.113333333	1.104166667	1.0575	1.066666667	1.045833333	1.14	1.1325
2003-05-06 10	3.215	2.4225	2.368333333	16.49166667	1.1025	1.113333333	1.078333333	1.075	1.045	1.173333333	1.129166667
2003-05-06 11	3.0325	2.369166667	2.376666667	16.28333333	1.093333333	1.1025	1.104166667	1.071666667	1.0625	1.201666667	1.120833333
2003-05-06 12	3.105	2.333333333	2.395	16.34166667	1.085	1.093333333	1.113333333	1.074166667	1.066666667	1.209166667	1.116666667
2003-05-06 13	3.07	2.290833333	2.421666667	16.43333333	1.079166667	1.085	1.1025	1.068333333	1.075	1.193333333	1.110833333
2003-05-06 14	3.365	2.2425	2.4275	16.5	1.071666667	1.079166667	1.093333333	1.076666667	1.071666667	1.1925	1.06
2003-05-06 15	2.9475	2.196666667	2.395833333	16.43333333	1.068333333	1.071666667	1.085	1.089166667	1.074166667	1.194166667	1.043333333
2003-05-06 16	2.98	2.146666667	2.401666667	16.43333333	1.059166667	1.068333333	1.079166667	1.089166667	1.068333333	1.1975	1.065
2003-05-06 17	2.9325	2.158333333	2.441666667	16.4	1.075	1.059166667	1.071666667	1.068333333	1.076666667	1.179166667	1.063333333
2003-05-06 18	2.945	2.153333333	2.453333333	16.25	1.0975	1.075	1.068333333	1.015	1.089166667	1.160833333	1.06
2003-05-06 19	2.97	2.203333333	2.459166667	16.08333333	1.120833333	1.0975	1.059166667	0.965	1.089166667	1.1525	1.025833333
2003-05-06 20	2.8725	2.223333333	2.456666667	15.99166667	1.1375	1.120833333	1.075	0.964166667	1.068333333	1.1375	0.99
2003-05-06 21	2.855	2.231666667	2.445	16.16666667	1.154166667	1.1375	1.0975	0.9875	1.015	1.1325	0.999166667
2003-05-06 22	2.84	2.256666667	2.443333333	16.69166667	1.178333333	1.154166667	1.120833333	0.9975	0.965	1.124166667	1.003333333
2003-05-06 23	2.9325	2.2175	2.405	17.025	1.1925	1.178333333	1.1375	0.995	0.964166667	1.110833333	0.989166667
2003-05-07 00	2.855	2.125	2.414166667	17.65833333	1.181666667	1.1925	1.154166667	0.993333333	0.9875	1.095833333	0.975
2003-05-07 01	2.915	2.098333333	2.4125	17.91666667	1.169166667	1.181666667	1.178333333	1.0325	0.9975	1.085	0.971666667
2003-05-07 02	2.835	2.0775	2.416666667	18.19166667	1.165833333	1.169166667	1.1925	1.055	0.995	1.0825	0.958333333
2003-05-07 03	2.93	2.04	2.4225	18.40833333	1.163333333	1.165833333	1.181666667	1.0475	0.993333333	1.065833333	0.946666667
2003-05-07 04	2.8	2.006666667	2.369166667	18.825	1.17	1.163333333	1.169166667	1.036666667	1.0325	1.054166667	0.93
2003-05-07 05	2.9125	1.97	2.333333333	18.79166667	1.180833333	1.17	1.165833333	1.054166667	1.055	1.045833333	0.924166667
2003-05-07 06	2.8	1.931666667	2.290833333	18.55833333	1.181666667	1.180833333	1.163333333	1.0575	1.0475	1.045	0.913333333
2003-05-07 07	2.9675	1.888333333	2.2425	18.38333333	1.170833333	1.181666667	1.17	1.078333333	1.036666667	1.0625	0.9
2003-05-07 08	2.8925	1.853333333	2.196666667	17.90833333	1.1525	1.170833333	1.180833333	1.104166667	1.054166667	1.066666667	0.901666667
2003-05-07 09	2.905	1.858333333	2.146666667	17.53333333	1.1325	1.1525	1.181666667	1.113333333	1.0575	1.075	0.915
2003-05-07 10	3.125	1.9875	2.158333333	17.16666667	1.129166667	1.1325	1.170833333	1.1025	1.078333333	1.071666667	0.925
2003-05-07 11	3.1225	2.098333333	2.153333333	16.88333333	1.120833333	1.129166667	1.1525	1.093333333	1.104166667	1.074166667	0.936666667
2003-05-07 12	3.2175	2.1875	2.203333333	16.84166667	1.116666667	1.120833333	1.1325	1.085	1.113333333	1.068333333	0.9625
2003-05-07 13	3.135	2.18	2.223333333	16.86666667	1.110833333	1.116666667	1.129166667	1.079166667	1.1025	1.076666667	0.963333333
2003-05-07 14	3.17	2.223333333	2.231666667	16.85833333	1.06	1.110833333	1.120833333	1.071666667	1.093333333	1.089166667	0.960833333
2003-05-07 15	3.1575	2.214166667	2.256666667	16.90833333	1.043333333	1.06	1.116666667	1.068333333	1.085	1.089166667	0.94
2003-05-07 16	3.1675	2.268333333	2.2175	16.85	1.065	1.043333333	1.110833333	1.059166667	1.079166667	1.068333333	0.929166667
2003-05-07 17	3.2475	2.306666667	2.125	16.8	1.063333333	1.065	1.06	1.075	1.071666667	1.015	0.93
2003-05-07 18	3.1275	2.3475	2.098333333	16.66666667	1.06	1.063333333	1.043333333	1.0975	1.068333333	0.965	0.919166667
2003-05-07 19	3.1775	2.338333333	2.0775	16.40833333	1.025833333	1.06	1.065	1.120833333	1.059166667	0.964166667	0.906666667
2003-05-07 20	3.13	2.34	2.04	16.29166667	0.99	1.025833333	1.063333333	1.1375	1.075	0.9875	0.915
2003-05-07 21	3.1675	2.335833333	2.006666667	16.14166667	0.999166667	0.99	1.06	1.154166667	1.0975	0.9975	0.960833333
2003-05-07 22	3.1175	2.353333333	1.97	16.51666667	1.003333333	0.999166667	1.025833333	1.178333333	1.120833333	0.995	1.005
2003-05-07 23	3.2	2.356666667	1.931666667	17.05833333	0.989166667	1.003333333	0.99	1.1925	1.1375	0.993333333	1.035
2003-05-08 00	3.125	2.314166667	1.888333333	17.575	0.975	0.989166667	0.999166667	1.181666667	1.154166667	1.0325	1.058333333
2003-05-08 01	3.2025	2.338333333	1.853333333	17.85	0.971666667	0.975	1.003333333	1.169166667	1.178333333	1.055	1.064166667
2003-05-08 02	2.785	2.330833333	1.858333333	17.90833333	0.958333333	0.971666667	0.989166667	1.165833333	1.1925	1.0475	1.075833333
2003-05-08 03	2.505	2.275	1.9875	18.24166667	0.946666667	0.958333333	0.975	1.163333333	1.181666667	1.036666667	1.090833333
2003-05-08 04	2.7925	2.195833333	2.098333333	18.44166667	0.93	0.946666667	0.971666667	1.17	1.169166667	1.054166667	1.100833333
2003-05-08 05	3.2325	2.14	2.1875	18.44166667	0.924166667	0.93	0.958333333	1.180833333	1.165833333	1.0575	1.07
2003-05-08 06	3.13	2.093333333	2.18	18.49166667	0.913333333	0.924166667	0.946666667	1.181666667	1.163333333	1.078333333	1.059166667
2003-05-08 07	3.1725	2.051666667	2.223333333	17.775	0.9	0.913333333	0.93	1.170833333	1.17	1.104166667	1.043333333
2003-05-08 08	3.1425	2.105833333	2.214166667	17.175	0.901666667	0.9	0.924166667	1.1525	1.180833333	1.113333333	1.021666667
2003-05-08 09	2.9225	2.165833333	2.268333333	16.725	0.915	0.901666667	0.913333333	1.1325	1.181666667	1.1025	0.996666667
2003-05-08 10	2.3625	2.223333333	2.306666667	16.35833333	0.925	0.915	0.9	1.129166667	1.170833333	1.093333333	0.988333333
2003-05-08 11	2.39	2.248333333	2.3475	16.25	0.936666667	0.925	0.901666667	1.120833333	1.1525	1.085	0.9875
2003-05-08 12	2.43	2.301666667	2.338333333	16.1	0.9625	0.936666667	0.915	1.116666667	1.1325	1.079166667	0.9925
2003-05-08 13	2.565	2.27	2.34	16.025	0.963333333	0.9625	0.925	1.110833333	1.129166667	1.071666667	0.986666667
2003-05-08 14	2.6475	2.279166667	2.335833333	15.95833333	0.960833333	0.963333333	0.936666667	1.06	1.120833333	1.068333333	0.9725
2003-05-08 15	3.3125	2.276666667	2.353333333	15.96666667	0.94	0.960833333	0.9625	1.043333333	1.116666667	1.059166667	0.958333333
2003-05-08 16	3.2325	2.2825	2.356666667	15.81666667	0.929166667	0.94	0.963333333	1.065	1.110833333	1.075	0.950833333
2003-05-08 17	3.26	2.281666667	2.314166667	15.88333333	0.93	0.929166667	0.960833333	1.063333333	1.06	1.0975	0.9525
2003-05-08 18	3.2425	2.27	2.338333333	15.775	0.919166667	0.93	0.94	1.06	1.043333333	1.120833333	0.944166667
2003-05-08 19	3.305	2.265833333	2.330833333	15.75833333	0.906666667	0.919166667	0.929166667	1.025833333	1.065	1.1375	0.923333333
2003-05-08 20	3.165	2.308333333	2.275	15.75833333	0.915	0.906666667	0.93	0.99	1.063333333	1.154166667	0.918333333
2003-05-08 21	3.2275	2.305833333	2.195833333	15.90833333	0.960833333	0.915	0.919166667	0.999166667	1.06	1.178333333	0.933333333
2003-05-08 22	3.1625	2.231666667	2.14	16.45	1.005	0.960833333	0.906666667	1.003333333	1.025833333	1.1925	0.910833333
2003-05-08 23	3.2775	2.170833333	2.093333333	16.84166667	1.035	1.005	0.915	0.989166667	0.99	1.181666667	0.871666667
2003-05-09 00	3.155	2.123333333	2.051666667	17.325	1.058333333	1.035	0.960833333	0.975	0.999166667	1.169166667	0.8925
2003-05-09 01	3.25	2.0775	2.105833333	17.75833333	1.064166667	1.058333333	1.005	0.971666667	1.003333333	1.165833333	0.899166667
2003-05-09 02	3.33	2.04	2.165833333	18.16666667	1.075833333	1.064166667	1.035	0.958333333	0.989166667	1.163333333	0.890833333
2003-05-09 03	3.225	2.0025	2.223333333	18.55	1.090833333	1.075833333	1.058333333	0.946666667	0.975	1.17	0.890833333
2003-05-09 04	3.2575	1.97	2.248333333	18.98333333	1.100833333	1.090833333	1.064166667	0.93	0.971666667	1.180833333	0.886666667
2003-05-09 05	3.1925	1.939166667	2.301666667	19.05	1.07	1.100833333	1.075833333	0.924166667	0.958333333	1.181666667	0.88
2003-05-09 06	3.2125	1.92	2.27	18.89166667	1.059166667	1.07	1.090833333	0.913333333	0.946666667	1.170833333	0.8725
2003-05-09 07	3.185	1.896666667	2.279166667	18.03333333	1.043333333	1.059166667	1.100833333	0.9	0.93	1.1525	0.865833333
2003-05-09 08	3.2875	1.8675	2.276666667	17.59166667	1.021666667	1.043333333	1.07	0.901666667	0.924166667	1.1325	0.858333333
2003-05-09 09	3.1675	1.939166667	2.2825	17.31666667	0.996666667	1.021666667	1.059166667	0.915	0.913333333	1.129166667	0.856666667
2003-05-09 10	3.3725	2.030833333	2.281666667	17.10833333	0.988333333	0.996666667	1.043333333	0.925	0.9	1.120833333	0.865
2003-05-09 11	3.395	2.123333333	2.27	16.875	0.9875	0.988333333	1.021666667	0.936666667	0.901666667	1.116666667	0.8675
2003-05-09 12	3.4525	2.1525	2.265833333	16.64166667	0.9925	0.9875	0.996666667	0.9625	0.915	1.110833333	0.873333333
2003-05-09 13	3.3225	2.19	2.308333333	16.49166667	0.986666667	0.9925	0.988333333	0.963333333	0.925	1.06	0.87
2003-05-09 14	3.3925	2.195833333	2.305833333	16.4	0.9725	0.986666667	0.9875	0.960833333	0.936666667	1.043333333	0.871666667
2003-05-09 15	3.28	2.1575	2.231666667	16.4	0.958333333	0.9725	0.9925	0.94	0.9625	1.065	0.873333333
2003-05-09 16	3.38	2.188333333	2.170833333	16.35	0.950833333	0.958333333	0.986666667	0.929166667	0.963333333	1.063333333	0.860833333
2003-05-09 17	3.2675	2.1675	2.123333333	16.3	0.9525	0.950833333	0.9725	0.93	0.960833333	1.06	0.8625
2003-05-09 18	3.3625	2.2	2.0775	16.24166667	0.944166667	0.9525	0.958333333	0.919166667	0.94	1.025833333	0.86
2003-05-09 19	3.3	2.276666667	2.04	16.29166667	0.923333333	0.944166667	0.950833333	0.906666667	0.929166667	0.99	0.854166667
2003-05-09 20	3.375	2.2775	2.0025	16.25833333	0.918333333	0.923333333	0.9525	0.915	0.93	0.999166667	0.849166667
2003-05-09 21	3.405	2.279166667	1.97	16.3	0.933333333	0.918333333	0.944166667	0.960833333	0.919166667	1.003333333	0.855
2003-05-09 22	3.4225	2.268333333	1.939166667	16.41666667	0.910833333	0.933333333	0.923333333	1.005	0.906666667	0.989166667	0.8725
2003-05-09 23	3.4475	2.2625	1.92	16.7	0.871666667	0.910833333	0.918333333	1.035	0.915	0.975	0.8875
2003-05-10 00	3.495	2.250833333	1.896666667	17.26666667	0.8925	0.871666667	0.933333333	1.058333333	0.960833333	0.971666667	0.893333333
2003-05-10 01	3.4325	2.229166667	1.8675	17.525	0.899166667	0.8925	0.910833333	1.064166667	1.005	0.958333333	0.908333333
2003-05-10 02	3.495	2.228333333	1.939166667	17.98333333	0.890833333	0.899166667	0.871666667	1.075833333	1.035	0.946666667	0.928333333
2003-05-10 03	3.4525	2.271666667	2.030833333	18.63333333	0.890833333	0.890833333	0.8925	1.090833333	1.058333333	0.93	0.935
2003-05-10 04	3.435	2.220833333	2.123333333	18.74166667	0.886666667	0.890833333	0.899166667	1.100833333	1.064166667	0.924166667	0.93
2003-05-10 05	3.41	2.1525	2.1525	18.58333333	0.88	0.886666667	0.890833333	1.07	1.075833333	0.913333333	0.915
2003-05-10 06	4.515	2.126666667	2.19	18.10833333	0.8725	0.88	0.890833333	1.059166667	1.090833333	0.9	0.915
2003-05-10 07	4.365	2.076666667	2.195833333	17.7	0.865833333	0.8725	0.886666667	1.043333333	1.100833333	0.901666667	0.905
2003-05-10 08	3.3125	2.0425	2.1575	17.49166667	0.858333333	0.865833333	0.88	1.021666667	1.07	0.915	0.905833333
2003-05-10 09	3.535	1.995833333	2.188333333	17.275	0.856666667	0.858333333	0.8725	0.996666667	1.059166667	0.925	0.924166667
2003-05-10 10	3.41	1.954166667	2.1675	16.8	0.865	0.856666667	0.865833333	0.988333333	1.043333333	0.936666667	0.918333333
2003-05-10 11	3.56	1.915	2.2	16.56666667	0.8675	0.865	0.858333333	0.9875	1.021666667	0.9625	0.931666667
2003-05-10 12	3.4075	1.886666667	2.276666667	16.40833333	0.873333333	0.8675	0.856666667	0.9925	0.996666667	0.963333333	0.929166667
2003-05-10 13	3.4225	1.8525	2.2775	16.3	0.87	0.873333333	0.865	0.986666667	0.988333333	0.960833333	0.9275
2003-05-10 14	3.515	1.916666667	2.279166667	16.2	0.871666667	0.87	0.8675	0.9725	0.9875	0.94	0.916666667
2003-05-10 15	3.3475	2.013333333	2.268333333	16.2	0.873333333	0.871666667	0.873333333	0.958333333	0.9925	0.929166667	0.91
2003-05-10 16	3.335	1.979166667	2.2625	16.2	0.860833333	0.873333333	0.87	0.950833333	0.986666667	0.93	0.894166667
2003-05-10 17	3.385	2.053333333	2.250833333	16.2	0.8625	0.860833333	0.871666667	0.9525	0.9725	0.919166667	0.861666667
2003-05-10 18	3.2575	2.081666667	2.229166667	16.14166667	0.86	0.8625	0.873333333	0.944166667	0.958333333	0.906666667	0.816666667
2003-05-10 19	3.34	2.083333333	2.228333333	16	0.854166667	0.86	0.860833333	0.923333333	0.950833333	0.915	0.8375
2003-05-10 20	3.28	2.083333333	2.271666667	15.90833333	0.849166667	0.854166667	0.8625	0.918333333	0.9525	0.960833333	0.836666667
2003-05-10 21	3.41	2.104166667	2.220833333	15.75833333	0.855	0.849166667	0.86	0.933333333	0.944166667	1.005	0.831666667
2003-05-10 22	3.2675	2.065833333	2.1525	15.625	0.8725	0.855	0.854166667	0.910833333	0.923333333	1.035	0.821666667
2003-05-10 23	3.295	2.055833333	2.126666667	15.6	0.8875	0.8725	0.849166667	0.871666667	0.918333333	1.058333333	0.8125
2003-05-11 00	3.3775	1.9625	2.076666667	15.575	0.893333333	0.8875	0.855	0.8925	0.933333333	1.064166667	0.8025
2003-05-11 01	3.34	1.9375	2.0425	15.4	0.908333333	0.893333333	0.8725	0.899166667	0.910833333	1.075833333	0.7925
2003-05-11 02	3.315	1.905833333	1.995833333	15.29166667	0.928333333	0.908333333	0.8875	0.890833333	0.871666667	1.090833333	0.7825
2003-05-11 03	3.325	1.871666667	1.954166667	15.49166667	0.935	0.928333333	0.893333333	0.890833333	0.8925	1.100833333	0.773333333
2003-05-11 04	3.3425	1.849166667	1.915	15.6	0.93	0.935	0.908333333	0.886666667	0.899166667	1.07	0.769166667
2003-05-11 05	3.53	1.815833333	1.886666667	15.59166667	0.915	0.93	0.928333333	0.88	0.890833333	1.059166667	0.7575
2003-05-11 06	3.3875	1.793333333	1.8525	15.525	0.915	0.915	0.935	0.8725	0.890833333	1.043333333	0.755
2003-05-11 07	3.45	1.764166667	1.916666667	15.41666667	0.905	0.915	0.93	0.865833333	0.886666667	1.021666667	0.7725
2003-05-11 08	3.2775	1.7425	2.013333333	15.33333333	0.905833333	0.905	0.915	0.858333333	0.88	0.996666667	0.7875
2003-05-11 09	3.3175	1.719166667	1.979166667	15.33333333	0.924166667	0.905833333	0.915	0.856666667	0.8725	0.988333333	0.796666667
2003-05-11 10	3.525	1.700833333	2.053333333	15.225	0.918333333	0.924166667	0.905	0.865	0.865833333	0.9875	0.791666667
2003-05-11 11	3.3575	1.684166667	2.081666667	15.1	0.931666667	0.918333333	0.905833333	0.8675	0.858333333	0.9925	0.785833333
2003-05-11 12	3.475	1.6675	2.083333333	15.23333333	0.929166667	0.931666667	0.924166667	0.873333333	0.856666667	0.986666667	0.785
2003-05-11 13	3.34	1.806666667	2.083333333	15.225	0.9275	0.929166667	0.918333333	0.87	0.865	0.9725	0.8
2003-05-11 14	3.41	1.763333333	2.104166667	15.2	0.916666667	0.9275	0.931666667	0.871666667	0.8675	0.958333333	0.818333333
2003-05-11 15	3.325	1.870833333	2.065833333	15.2	0.91	0.916666667	0.929166667	0.873333333	0.873333333	0.950833333	0.813333333
2003-05-11 16	3.37	1.915833333	2.055833333	15.1	0.894166667	0.91	0.9275	0.860833333	0.87	0.9525	0.823333333
2003-05-11 17	3.3425	1.969166667	1.9625	15.14166667	0.861666667	0.894166667	0.916666667	0.8625	0.871666667	0.944166667	0.835
2003-05-11 18	3.32	1.975	1.9375	15.16666667	0.816666667	0.861666667	0.91	0.86	0.873333333	0.923333333	0.84
2003-05-11 19	3.2675	1.936666667	1.905833333	15.15	0.8375	0.816666667	0.894166667	0.854166667	0.860833333	0.918333333	0.863333333
2003-05-11 20	3.2525	2.000833333	1.871666667	15.1	0.836666667	0.8375	0.861666667	0.849166667	0.8625	0.933333333	0.895833333
2003-05-11 21	3.2475	2.038333333	1.849166667	15.1	0.831666667	0.836666667	0.816666667	0.855	0.86	0.910833333	0.915
2003-05-11 22	3.215	2.085	1.815833333	15.2	0.821666667	0.831666667	0.8375	0.8725	0.854166667	0.871666667	0.944166667
2003-05-11 23	3.125	2.11	1.793333333	15.28333333	0.8125	0.821666667	0.836666667	0.8875	0.849166667	0.8925	0.955833333
2003-05-12 00	3.2125	2.1225	1.764166667	15.86666667	0.8025	0.8125	0.831666667	0.893333333	0.855	0.899166667	0.949166667
2003-05-12 01	3.1875	2.149166667	1.7425	16.475	0.7925	0.8025	0.821666667	0.908333333	0.8725	0.890833333	0.9425
2003-05-12 02	3.2675	2.15	1.719166667	16.125	0.7825	0.7925	0.8125	0.928333333	0.8875	0.890833333	0.934166667
2003-05-12 03	3.265	2.176666667	1.700833333	16.51666667	0.773333333	0.7825	0.8025	0.935	0.893333333	0.886666667	0.929166667
2003-05-12 04	3.3525	2.189166667	1.684166667	16.5	0.769166667	0.773333333	0.7925	0.93	0.908333333	0.88	0.9225
2003-05-12 05	3.2025	2.158333333	1.6675	16.24166667	0.7575	0.769166667	0.7825	0.915	0.928333333	0.8725	0.921666667
2003-05-12 06	3.3175	2.19	1.806666667	15.875	0.755	0.7575	0.773333333	0.915	0.935	0.865833333	0.925833333
2003-05-12 07	3.23	2.1325	1.763333333	15.69166667	0.7725	0.755	0.769166667	0.905	0.93	0.858333333	0.913333333
2003-05-12 08	3.3075	2.098333333	1.870833333	15.51666667	0.7875	0.7725	0.7575	0.905833333	0.915	0.856666667	0.925
2003-05-12 09	3.36	2.06	1.915833333	15.39166667	0.796666667	0.7875	0.755	0.924166667	0.915	0.865	0.9375
2003-05-12 10	3.345	2.0325	1.969166667	15.30833333	0.791666667	0.796666667	0.7725	0.918333333	0.905	0.8675	0.9625
2003-05-12 11	3.3275	2.0025	1.975	15.375	0.785833333	0.791666667	0.7875	0.931666667	0.905833333	0.873333333	0.965833333
