n	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	y1
307	-2.20343	-1.62446	-0.143753	0.0507826	-1.73449	-3.35366	-0.486368	2.63104	1.51745	2.24352	-0.897964	0.870467	0.850116	-4.1104	4.13227	0.209607
308	-3.66599	0.764965	-3.38795	4.30266	-0.894648	-2.4943	3.59806	-2.21298	-1.39217	-4.62945	-1.76061	-3.35656	-1.83288	1.61493	1.49968	0.0281384
309	3.2179	4.88044	3.14603	-2.26846	2.51148	-0.336529	4.97505	-3.38649	-4.46606	0.825167	-2.49689	4.66621	2.52743	-1.73719	0.356147	-0.303001
310	-3.87889	1.01795	-1.10052	0.226464	3.52365	-2.50246	3.01349	-2.86852	-2.1319	-3.74712	-1.22509	1.03522	2.86781	-4.7254	-0.746879	-0.346831
311	2.74825	3.42062	1.98466	0.259728	-1.91591	1.95971	1.87324	-1.38197	-2.21513	4.37635	-1.71576	-4.68769	-2.36083	3.64039	-0.281795	-0.216232
312	-1.36697	-1.99855	-3.60873	1.50112	-0.745673	0.166187	-2.46366	-2.87786	0.440786	1.78946	4.87039	-1.13859	-1.22588	0.130117	1.9455	0.352458
313	-4.26618	-2.99664	-4.43646	-1.4813	-3.62029	-1.15223	-1.169	-0.981118	-2.51184	3.54921	-3.74512	-2.75034	4.28536	-2.60964	2.23762	-0.0623146
314	-4.76094	4.93643	-2.47549	-0.506609	0.10262	0.0608467	1.61553	-4.45659	-3.14969	1.48592	-0.595184	0.624425	-3.38397	-3.64968	1.35825	0.109874
315	-1.38061	-3.08614	4.87695	-0.00089308	0.761629	-1.29205	4.01799	3.24979	-2.74284	-4.72713	-4.50056	-3.45748	-2.33677	2.73706	-4.91232	-0.0339987
316	-4.97589	-3.78888	-2.53048	0.126734	1.27197	4.08505	0.670141	3.12227	0.570963	-4.92504	-1.2533	2.187	-3.57472	-4.89505	-4.19361	0.0245134
317	-1.66087	4.98189	0.805497	4.10076	-1.31016	-0.176514	2.35055	0.947005	0.0963537	2.84999	2.48953	2.75958	0.587053	2.57721	1.44619	-0.233169
318	2.65731	1.03269	-2.27194	-1.07072	0.117739	3.3982	-2.94845	-4.3113	3.47315	0.798252	2.8757	4.89843	0.9032	3.68209	-1.76244	0.226805
319	0.885093	-0.512414	-2.66168	4.57494	4.31107	4.68887	0.521942	-0.592574	2.53886	-1.98853	-2.83299	-1.87408	-4.41132	3.6132	1.68909	0.94847
320	-2.27821	-4.08195	-4.80021	2.83953	4.31625	-2.74865	3.52823	2.7894	3.0496	1.40393	2.68783	-1.0472	0.0860173	-4.07461	4.83789	-0.168401
321	4.5736	-1.73629	4.41283	3.88467	-2.04742	-0.0652269	-1.7079	-4.50855	2.94624	0.459107	-1.38264	3.53492	-0.927692	-4.69354	1.72492	-0.255103
322	-2.20604	4.396	-0.251383	-4.15644	0.799931	-2.56355	-0.203636	-4.11405	-1.63816	-0.365743	-4.54045	1.62555	-0.952912	4.34423	4.57813	-0.173417
323	3.98186	-2.36367	-4.93042	1.9281	3.09543	-1.31306	0.463021	-2.83226	-1.0066	-2.81206	-2.48944	2.02164	4.8309	-1.94682	2.88942	-0.0412613
324	2.28542	-3.46126	1.69071	-1.91465	-1.02482	-3.51293	-1.0287	2.33702	1.12133	-0.569149	-1.03743	-4.83158	-1.22492	-1.4593	4.15028	-0.121339
325	1.4114	-1.38972	1.07838	-0.493163	2.29722	-3.4586	1.67458	-3.70938	-1.27066	4.18514	3.31227	-1.43976	-2.76168	1.20169	-4.64964	0.572994
326	-3.1109	-0.223823	1.57246	0.864285	1.26325	-4.45624	-1.79869	-2.61542	-0.0253905	2.16388	-2.447	3.74969	-4.29542	-3.29672	0.16109	-0.0466584
327	-0.685135	2.78166	4.66793	-3.38791	4.32306	1.34251	-2.09729	-1.9476	0.52765	-3.78502	1.61264	2.76597	2.41667	1.96301	0.851442	0.0663062
328	3.02	2.9177	4.27545	-2.00539	0.081578	-3.17155	-3.25571	0.786161	-1.46827	1.90538	-4.89897	-3.68661	1.57331	-3.28688	-4.36355	-0.0135443
329	-2.08418	-0.384169	-1.31115	3.44347	0.830814	-4.6985	1.20944	-1.75251	2.2645	-2.93912	-0.848736	1.11661	-2.3115	-3.3725	-4.167	0.259034
330	-4.31673	-0.613604	4.61844	-0.785002	-3.70822	4.71947	0.528386	2.86509	-3.56742	1.16484	-4.2191	1.04841	4.85369	4.22437	-3.12077	-0.286386
331	-4.84481	0.433808	0.126714	2.41969	2.49469	4.27798	-1.4637	-4.81681	-4.09452	-0.630696	4.76256	-4.44702	-1.87999	3.61738	-1.80492	-0.183484
332	2.58148	1.57073	-1.48435	3.87326	1.2902	4.04404	1.73834	2.72278	0.208873	2.51925	-1.2288	0.0625621	1.74362	0.650426	0.217748	0.0830254
333	-2.82258	-4.22286	-2.36256	4.67211	-4.94488	1.17374	4.8553	-4.0394	-4.45696	4.61786	-3.48643	-1.33695	3.23524	-0.291345	-4.38466	-0.109166
334	2.18607	-3.94846	-3.83661	-1.52373	-4.90442	2.90173	-3.80095	0.304454	0.420979	-0.0297563	-4.63298	-2.8354	-4.37933	0.584763	-0.657979	-0.296914
335	-3.60219	3.2222	-0.985866	-3.54707	-0.604062	-1.13056	-2.58648	-0.061021	-1.5127	-1.0729	3.60203	-3.27746	3.63575	4.21736	4.25844	-0.278327
336	-4.69002	-2.91073	4.8797	-4.59444	4.991	-3.92126	0.710016	0.411983	1.04899	1.07703	2.57658	1.66966	-3.33821	-3.0814	3.06747	-0.100127
337	4.884	0.932734	4.52039	-0.720067	4.80217	-3.06608	4.21891	-1.71053	0.861015	2.82094	0.012014	-0.503233	2.0383	-0.729549	0.422651	-0.399733
338	2.51192	-1.67857	-0.0140044	2.50293	-0.599823	-4.30399	-2.08509	-4.55084	1.77304	-4.50851	2.11882	3.43484	-2.58991	0.186288	3.31883	-0.0155263
339	3.34282	-0.293319	-2.40123	3.14499	1.6406	-3.18232	-3.56553	-2.49839	4.63862	1.44648	1.99838	1.67692	-4.28307	-2.57897	-4.88134	-0.0620077
340	-1.55991	-4.71664	2.43588	2.84027	-4.02063	-4.64921	3.28943	2.75241	-4.15772	0.408251	1.18725	-1.74763	-4.40546	-0.493916	-3.40481	-0.173176
341	0.30122	2.10485	4.74019	-3.05818	3.92253	-3.82535	-0.556568	3.56114	2.62113	-3.55819	0.238064	3.33806	-1.13716	0.356721	-1.36458	0.370756
342	-1.08122	-3.76832	1.63708	-0.101846	-3.41753	-0.0734939	-2.34943	-2.57525	-4.66524	3.83782	0.677119	-4.0707	-1.6561	2.27231	1.23052	-0.0882681
343	-4.55125	2.0125	3.17234	4.37128	3.18715	-2.38423	2.93242	0.808275	-0.94242	-1.82951	-0.853665	2.92042	3.52721	2.78176	-3.28378	-0.140683
344	-2.0521	-1.03891	1.5987	-0.469628	3.8876	4.24926	1.95512	4.22236	3.08708	-2.36776	-4.84835	-3.56902	4.90455	1.38217	-3.12026	0.248496
345	1.91705	-0.445493	-3.74899	0.104192	2.17028	4.18344	-4.08753	-3.77214	-2.64608	0.0588029	4.14828	-4.11887	-2.15944	-4.1355	3.20515	0.384203
346	-2.83376	-3.8602	3.34278	-3.94616	-4.61094	0.297897	-4.7238	3.47614	2.93014	-4.57214	4.90713	2.83469	1.81003	-3.21314	-0.248265	-0.426413
347	-3.63547	-1.96212	4.85593	3.53481	-2.77868	-4.23161	4.76266	-0.42476	0.827197	3.91094	0.456372	3.66776	4.77545	-1.33848	-1.79114	-0.384642
348	-0.651337	-3.06938	1.88161	-0.262275	2.22852	2.15781	-1.78613	0.158659	2.58567	-1.879	-2.00665	-0.604308	-0.09214	2.74508	0.760226	0.108109
349	2.94574	2.60101	-0.704965	-4.83295	3.3694	-0.942301	-0.257706	-0.803399	-2.03136	-4.80133	-2.13564	-2.25591	-1.13981	1.07322	1.33194	-0.0780245
350	0.159612	0.491086	-1.27263	3.37348	-4.35026	-3.68696	-3.50552	-1.35691	0.708731	1.40234	-3.61182	-3.53104	-0.651924	3.98918	0.763991	1.00541
351	-0.48487	2.35859	4.82169	4.25742	-3.44481	-2.20967	4.45609	-0.580449	0.534423	-1.68372	-4.50723	-3.13364	-1.99577	-4.08534	-4.87107	0.326663
352	0.620012	-1.69884	-0.552245	1.26976	-0.385798	0.942232	4.91285	-4.67707	-2.65543	-3.69898	-3.20811	1.69265	-4.70979	2.55588	-3.79222	0.548831
353	2.6488	2.37757	-4.5348	4.20399	-4.8321	4.92129	-1.37646	0.702328	-1.76244	-0.883686	2.56869	1.24179	0.0309757	2.69762	0.815584	-0.188399
354	4.11675	0.553004	4.58739	-1.26905	-3.50476	4.50024	-0.946119	-1.16019	-4.19874	0.84577	-4.46755	-3.90853	-1.59835	-3.25977	3.74027	-0.236289
355	-4.22078	-2.79457	2.94426	-4.05287	-2.87329	-3.4322	1.64946	0.364278	0.684109	-0.781854	-3.39393	-4.28492	-3.08424	2.42165	-3.17967	-0.15318
356	2.37334	-0.179221	-4.73065	3.86858	-0.678984	-0.676769	-2.29162	0.122276	-4.831	-1.75916	1.21375	-1.42935	-0.0189365	-0.0459852	-0.650126	0.503547
357	2.18649	-2.10173	0.297001	4.3132	-0.533934	-3.05354	-0.322517	-4.84982	1.1646	1.28355	-4.13474	3.08037	-1.29479	-2.31441	-1.68624	0.0789834
358	-0.163811	-3.36411	2.57783	0.00519081	-0.123274	-1.20842	3.57584	4.85779	3.74559	-2.07428	2.04428	-3.35614	3.22272	1.35748	1.10993	-0.0946562
359	-4.83082	-3.96503	1.2601	1.33378	2.31852	2.12536	-0.585856	-3.97627	4.81096	2.7279	-3.73266	4.86989	0.862441	-3.21971	3.7974	0.0937047
360	-4.56671	0.895825	-3.37833	0.310016	4.6874	-4.80248	0.167806	3.43299	-1.87676	-2.78791	-4.92314	-3.65405	3.56957	1.18678	-3.48487	-0.166247
361	4.60454	-2.55311	2.84891	1.92306	4.57225	-2.73695	2.94679	4.38321	4.99095	4.21412	4.2531	0.853394	-4.00558	3.0505	-0.828611	-0.117036
362	-4.93279	4.23257	-1.20619	4.75462	4.43009	3.96161	3.18761	-2.44667	-3.8263	3.26446	-1.10072	4.74327	-0.548751	0.41441	4.34781	0.0926108
363	1.89814	-1.73668	1.27087	1.47039	0.526368	-0.782343	0.853602	0.517322	-1.56822	0.106703	-3.62928	-0.573802	-1.8428	0.542105	-2.9629	0.0878095
364	-3.73033	0.434803	0.363934	-4.30024	-0.603584	-1.44846	-1.74691	0.570117	-3.18399	2.15237	0.313388	1.26726	-2.43322	-0.338802	-1.83461	-0.131355
365	0.8301	-4.06793	4.63579	-3.64353	0.149725	0.489387	1.87379	3.58151	-4.40391	3.24451	-1.9923	-1.24671	-1.21339	0.0448021	0.394289	-0.147818
366	-4.17091	-0.240136	2.01424	0.225508	3.31141	-4.73267	-4.20437	-4.87259	2.4197	1.10901	1.39467	4.98649	-4.22979	4.56006	0.816586	-0.189169
367	-3.29772	4.19585	2.17306	1.85201	-0.314763	-0.953154	0.433511	0.281327	-2.70865	3.44121	4.03462	1.07796	-1.51398	-0.571089	0.473894	-0.112458
368	-4.76624	1.81473	-4.51649	3.54516	2.08206	-3.72086	3.67258	-0.498234	2.38815	0.067248	-0.511748	3.15836	-0.372687	-4.69516	4.86064	-0.179402
369	-1.17684	2.47789	1.71265	3.5084	-3.47526	-2.85384	-1.21027	-1.18391	-4.41263	-2.17565	4.89406	-0.926611	2.25326	0.36795	-1.12612	-0.0175992
370	-4.31139	-2.00523	-0.853127	2.77067	-0.72609	-2.18055	-2.72756	-3.33794	2.8867	1.76069	4.82042	-2.48599	2.06553	4.68106	1.33717	-0.17167
371	-0.456575	1.39371	-0.154426	1.06816	3.53986	3.6353	4.88426	4.12723	-3.54035	4.77831	-1.79938	3.71291	0.146263	2.0745	-3.77583	0.408737
372	0.533792	3.49285	2.7143	2.80623	-4.84509	0.600995	-0.433075	4.97533	3.11501	-3.36754	4.65639	-0.547818	1.17588	1.0501	4.29776	-0.144346
373	-2.75595	-0.410037	2.93306	-2.8717	-1.2828	4.39271	-3.09338	1.91782	3.10562	2.05288	-1.00767	4.32979	2.80085	-3.24456	-1.45127	0.0316657
374	-2.95841	-4.59001	0.0954676	-2.8035	1.01099	4.66239	-2.82816	-0.874005	-3.70515	-3.17177	3.57818	2.47073	2.87833	2.87593	4.71478	-0.0416101
375	-2.53171	0.80899	-3.15692	1.18549	0.201698	-1.2503	-1.89669	-1.69268	-4.19743	2.09564	-2.36289	3.60343	3.85108	1.18584	-3.70088	0.216015
376	-3.29089	-3.76422	-4.57607	2.7201	-4.10182	-2.40423	-3.1539	-2.80697	-0.576002	-4.57573	4.66376	-2.69767	3.30021	4.37853	-0.229381	-0.0757094
377	-0.890803	-3.77839	-4.04389	4.3109	-0.0286908	-0.94058	-2.38179	0.773884	-3.84494	0.255317	-0.62269	-4.99386	-3.55884	0.676432	1.14645	-0.169593
378	-2.31171	1.95175	-4.52656	2.11228	2.37602	-4.8628	4.41461	0.676227	4.51573	-0.814769	4.78542	-4.26266	0.14134	4.09632	0.708652	0.167997
379	4.20076	-3.28547	-3.51746	-4.64418	1.96985	0.859846	-4.63804	3.41101	-3.46372	1.50841	3.07959	3.92182	-1.10935	3.17211	-0.972527	-0.198347
380	2.97268	3.35524	-2.2183	2.38729	-0.968533	-2.70257	-3.42747	-1.18311	-1.96523	1.71387	-2.08679	3.74342	0.914626	-0.372258	-4.77404	-0.244052
381	1.27044	-3.40241	1.0858	1.6324	-4.9914	2.62208	-1.85919	3.08819	1.54391	2.03145	1.2603	-4.42862	4.20251	2.1207	-3.4494	-0.265331
382	4.90584	-0.37129	-2.51932	-1.06269	1.92614	-0.946799	2.7542	4.9609	-4.23293	-4.33259	3.70432	1.68169	0.295151	3.93028	-2.04786	-0.19488
383	1.89274	0.0160847	4.58454	1.90134	-2.36183	-2.27466	-0.0104738	4.18207	4.7568	-3.75017	4.75345	3.95931	3.37052	-3.69595	-4.19367	0.46748
384	0.435038	0.944578	0.147193	-2.63883	4.99778	-2.09861	-2.67792	-4.23515	-1.4312	-3.9736	2.44654	3.86395	4.95668	-4.60132	0.75669	0.746152
385	-0.0272313	4.98322	-2.34197	2.61093	-2.29144	2.64755	1.79301	-2.53464	3.89738	1.54646	-3.57533	2.2679	2.8505	-2.769	-4.26819	-0.164916
386	1.67638	-0.792415	-4.97279	1.67416	2.10897	-2.65071	2.43901	-4.32223	-1.62431	-0.114448	4.54172	-1.66762	0.284231	0.298413	3.30514	0.536459
387	0.267447	2.95644	0.916078	2.97601	0.603995	-2.29092	-4.55863	-0.498625	4.25554	-3.13396	-3.23072	2.10604	-0.902964	-2.49892	1.16644	0.1101
388	-0.860427	-1.70936	3.16077	2.51526	3.17619	2.70249	-4.15236	-1.53958	-1.9991	4.15278	3.72787	-4.04265	0.0688618	1.70388	1.56134	0.643987
389	2.77795	2.14524	-3.93728	2.03349	4.01128	-2.16801	-0.860469	-1.89169	0.333077	-4.69403	-0.128613	-0.489456	-4.32001	1.66167	-4.63783	-0.243322
390	3.31651	-3.17099	-0.973754	4.16415	0.289427	2.02715	3.31693	-0.982704	2.9845	-1.6142	-4.27883	-0.454163	-3.83626	2.86641	0.608553	-0.077957
391	3.19723	1.87769	3.44055	-2.66324	4.986	-1.22638	-2.35728	-0.142609	3.28417	-1.67729	-3.48094	3.64634	-3.5143	-2.67969	-2.70084	-0.179149
392	4.80097	4.41759	3.86285	3.1179	-1.56511	1.84734	-3.4963	-0.843943	-3.60682	-2.33256	-2.97753	2.00173	-4.13534	3.90016	0.442279	-0.0885192
393	-1.79858	3.88616	4.2159	0.844145	-1.25645	2.50007	4.16686	0.262616	1.14641	-4.34745	2.58292	3.44557	3.462	3.21974	-2.42627	0.0104886
394	1.00789	2.64231	4.58226	2.40107	-4.69026	-3.39527	-0.597199	-3.82559	-4.49511	4.84508	-0.624174	4.39105	4.06098	-4.78003	-1.86539	0.192452
395	1.56106	4.38683	3.39722	-2.29253	-4.96062	0.980147	-3.84696	3.50139	-0.800111	-1.27323	3.79909	-2.7794	0.718094	2.95964	3.35921	-0.306117
396	1.00151	-4.27344	-3.63141	1.31125	-2.6687	0.771395	2.48566	-2.16381	0.616475	-3.13851	-2.77276	-0.322541	-2.91854	0.361849	-3.76148	-0.24059
397	-3.53171	-1.24093	-1.05401	-3.49233	4.73922	0.0990266	-4.99094	-1.06089	3.8258	3.80815	1.15971	-0.456107	1.76778	-0.481086	0.688193	-0.0930625
398	1.83168	3.74605	2.87529	-0.682658	-3.41776	-1.50823	1.17883	-1.19052	3.16923	3.26029	4.17133	4.40774	4.72857	-2.0696	-1.64627	-0.324458
399	-3.76376	-2.33038	3.45275	-3.7547	1.60873	2.27855	-4.94655	-2.23156	-3.17755	1.82123	2.28735	2.51064	2.55653	2.80778	-1.0746	-0.164999
400	-2.32855	2.53573	3.9568	-0.746313	-3.9725	0.135631	3.06317	4.19672	-1.60408	2.2345	3.60447	-1.87551	-4.8351	-3.04181	-0.639266	-0.0901457
401	-2.16548	-4.58905	0.606035	4.44325	2.6895	0.659481	-2.78831	4.51195	-2.51929	4.49905	2.02259	-4.96276	2.30682	-4.05201	4.69767	-0.299577
402	2.2334	-4.09691	2.87313	3.2609	1.03872	0.936293	2.45762	4.43464	-1.82921	1.06208	-2.44087	-1.66431	3.02028	1.91986	1.17021	-0.266195
403	3.43123	-2.4741	0.613466	1.12073	3.18538	2.82516	0.632682	-4.33391	2.3242	-2.34473	-4.29667	-0.368971	-1.39674	-4.599	1.57731	-0.13078
404	2.4804	0.0958284	0.895298	-1.48088	-3.96788	-1.64708	-2.04624	-0.79709	4.415	0.512888	2.5386	2.43528	-2.56725	-1.29119	0.866506	0.340021
405	-0.0413506	4.32228	-3.01276	-1.85597	2.14744	2.61992	-1.18988	-0.528359	-4.72481	-0.486556	4.10267	-1.12154	-0.0855537	0.679985	-3.89884	-0.325899
406	1.19699	3.44415	1.67951	2.22911	-3.20294	4.63327	-3.56798	-3.78794	0.146158	3.97062	3.64734	2.57891	-2.32057	-0.486153	-2.46244	-0.216591
407	-2.99829	1.50108	0.681587	4.14914	-0.878997	4.4917	-1.37922	-0.603803	-0.994854	-2.27655	3.27466	3.91959	3.40344	4.37582	-3.53156	-0.18119
408	4.91259	3.24334	-2.19808	-3.29035	2.87661	-0.766061	-2.07829	-1.97724	-1.79544	-3.43094	-4.39833	0.883991	1.0829	-1.86077	2.8857	-0.0458396
409	-2.41601	3.82082	2.03484	1.70499	3.31252	-4.34437	-3.89881	-2.68234	-1.62092	4.37584	-3.76274	-3.21748	3.75166	-2.2943	-1.65365	-0.262909
410	-3.41031	2.12638	-0.672063	4.46629	-3.63968	2.24965	-2.51094	-0.435119	3.81871	-1.90927	-4.55113	-0.0983896	1.22996	3.33457	2.4856	-0.352672
411	0.0507752	0.369414	-0.809412	-1.63671	1.02504	0.291775	0.680959	4.40413	-0.332382	1.91822	-3.81335	-1.58072	4.62391	-0.467001	2.74374	0.843623
412	-0.129875	1.57014	0.588978	1.23045	-1.18021	3.07803	-4.20467	-2.3615	-3.83124	-3.7558	2.54011	2.39872	4.57877	0.0257049	-2.55051	0.689003
413	-0.0518148	4.21629	0.812789	-4.02677	-0.491932	-3.50625	-4.62265	4.17569	3.41196	-3.436	-2.40504	3.03588	1.097	-4.66129	-4.72192	-0.361022
414	1.84822	2.80867	-3.56072	-4.33199	0.886701	-2.76539	-1.69349	2.05546	-1.52119	-4.15339	-0.545819	-1.94242	0.872317	1.90368	3.00576	-0.0536403
415	0.0886103	-2.28354	3.97899	4.59668	-0.789787	4.35634	3.77236	-2.37782	-4.07965	-3.63267	-4.34194	2.01735	-3.29397	-4.06386	4.23704	0.401512
416	2.04571	3.35414	3.45236	-2.06759	-4.41125	-3.24113	4.98787	-0.932446	-2.39452	-0.557947	2.12513	3.4778	-3.65427	0.130893	-1.43359	-0.0771538
417	-0.937807	-0.890117	-1.83691	3.27241	-1.53377	-3.06455	-4.10542	-0.613425	-1.69722	-3.44736	-3.59607	0.00881484	-2.51122	-4.35903	-3.07632	0.736993
418	0.0490106	-2.94075	-3.43235	1.39474	2.19015	0.134061	-4.54307	-3.69997	3.29715	3.72934	-0.233743	-4.7674	4.62392	4.15283	-1.46461	-0.128318
419	-3.82344	-4.44324	3.5442	-1.33466	-3.80227	-4.53212	-1.06153	3.8844	-4.2543	-2.33603	4.50349	-3.38773	-1.85166	-4.88955	1.54639	0.163887
420	3.60565	2.80584	-3.4458	0.795796	-2.0601	-2.98887	2.09583	-3.76295	-4.25953	-3.13792	-3.53034	-4.63561	-3.98509	0.0050436	-3.45905	-0.186532
421	-3.42833	-1.45076	0.206293	-2.2306	-0.982877	4.14477	-3.34619	-0.237176	-3.19126	-3.8427	1.37509	-0.0429229	-3.73225	-2.07851	-3.80473	-0.106764
422	4.00111	2.98141	2.32293	-3.05898	4.99254	-0.581242	-1.82193	-4.26699	1.28084	-0.352272	-3.9026	2.29575	4.65277	-2.36165	3.86743	-0.291755
423	-1.79798	2.84464	-3.36317	2.21914	1.98941	-1.70936	-3.01804	3.79815	-0.552065	3.35706	-1.24478	0.715682	-3.72146	-0.0495076	-2.85711	-0.219109
424	-4.87571	-4.87139	0.89262	-4.88317	-0.452629	4.07069	-4.15016	-4.17179	-1.28158	-3.05276	3.12397	-1.62881	-0.414411	1.99139	1.57321	0.00980597
425	-2.56977	3.62822	-1.20766	4.41964	-3.08114	0.774307	3.21779	1.3668	-0.868637	-3.02699	-2.91752	0.409907	1.92351	-0.774633	3.21559	-0.300835
426	3.3442	1.76773	-0.533507	-2.10843	0.838419	0.316332	-1.28022	4.55684	2.26357	-3.15625	-2.07197	-3.15084	3.83514	4.50123	-0.720609	-0.171323
427	2.46336	-1.70642	-1.30097	4.38223	4.06788	-3.08318	0.749021	-1.80075	-1.11016	2.8315	3.60915	-4.18666	-2.94314	1.82474	-3.31155	0.271191
428	3.45618	-4.12698	3.06051	-0.705397	1.18935	-3.21971	-1.14856	-1.54708	-1.37596	1.77947	0.302077	-2.54082	1.2807	4.58147	4.92255	-0.118749
429	4.57428	-1.7195	4.30477	3.64216	0.197327	0.053793	-3.15859	4.08717	-2.11471	-4.54944	4.90051	-0.0578438	2.2753	-3.41104	-3.65132	-0.224461
430	-2.71495	3.19119	-3.13603	0.90909	-0.0293403	2.16605	3.36827	-3.74864	1.74752	3.29082	-4.17436	-4.97198	2.59559	4.4678	0.225348	-0.0883507
431	-2.35061	-3.6908	-0.687487	0.534677	-3.24024	-0.786977	-4.52317	4.03506	0.801987	-3.17448	-3.5207	0.847135	-0.952783	-3.01595	-4.81311	-0.369097
432	3.37808	-0.677759	-4.82181	-1.65126	-3.51171	3.54646	-0.399902	3.23581	1.83728	0.425734	3.26383	-0.567122	-0.106471	-1.51082	2.08226	-0.130936
433	1.20273	2.80169	-2.38306	2.96249	-2.98529	-1.90623	1.99755	2.8167	-0.0807098	3.47685	-1.33617	3.96651	-4.5391	-1.14928	-3.57522	0.0155067
434	0.747018	-0.0918065	0.577535	2.23531	-1.54534	-4.82237	0.471117	-4.70806	0.603366	-1.26506	-0.27518	-4.5031	2.22412	-3.19292	1.69963	0.755921
435	0.0258092	-0.575975	-0.337884	2.04052	2.5178	-3.34034	-0.142781	-2.56291	-4.86349	3.52105	-3.5964	-4.40259	-2.62823	-2.17163	0.327417	0.932772
436	-4.76439	-4.8219	0.810701	-1.30973	-4.64426	-3.71818	-1.01779	0.959101	0.0167627	3.70703	1.456	-2.75912	-4.48588	-1.84438	2.26669	0.184174
437	-0.06186	2.81774	-0.692787	-2.54406	4.4774	4.16443	-0.106971	4.61392	2.68548	1.29663	-4.78867	-4.94275	4.125	0.538747	-0.342178	0.258656
438	-0.164076	-1.48891	4.46463	0.191659	-0.207088	-1.55316	-3.84924	4.80967	-2.84613	2.60676	-2.94944	-2.33202	-4.23762	4.31725	2.60612	0.70768
439	3.58012	-1.37554	-4.93794	3.05752	-2.2111	-0.0449101	2.67144	-4.52562	-3.74828	2.88277	-4.46837	-4.62328	-1.57848	0.189454	3.07711	-0.131659
440	-2.89266	1.3678	1.19079	-0.738798	-1.02545	3.24135	1.92918	-0.263066	2.5586	-0.464694	-1.68295	-3.81694	-0.402633	-3.62543	-1.02804	0.204873
441	4.55246	4.04601	-0.553666	-4.19583	1.92878	-0.0220339	-3.81911	-4.6497	-4.83258	4.258	4.54617	-4.8072	-4.1538	3.20667	0.409835	-0.134777
442	-0.42479	0.752187	-3.34055	-3.49561	-4.51088	4.21804	1.0397	-1.19383	-4.5989	-4.36293	0.18075	-0.62694	-4.81048	-0.773237	3.81939	0.829453
443	-4.0063	-3.84445	-1.20264	-2.82542	-3.49415	-1.03522	-3.56742	-3.94798	-0.842423	-2.72122	4.25869	4.56741	4.50609	4.5727	-3.65495	-0.285807
444	2.09723	-0.41636	0.652304	2.58635	-1.19832	-3.308	-3.60747	-0.797211	-2.67093	1.57328	3.57585	-2.48141	-4.19996	2.39524	-1.48771	0.326431
445	-3.04441	-3.8074	0.686873	-1.53857	0.157381	2.11945	-0.486549	4.31496	4.39823	-1.22786	3.88237	3.90432	-1.65516	-4.77258	-3.17149	-0.111889
446	1.41215	-1.85494	-0.0889971	-4.78616	-0.16294	1.30353	-0.583373	2.16613	-2.12319	-2.00752	4.68472	-1.32315	-4.61228	-1.80299	0.632439	0.395198
447	-3.41968	3.88389	4.09387	1.7377	1.00334	-1.39268	1.05266	0.40157	2.37947	-0.0649707	-0.694108	-4.27569	0.162446	1.13441	3.21706	-0.258001
448	-3.63788	2.3981	-2.2396	1.19918	-1.29837	2.17702	-1.63469	1.57844	-4.8305	-1.94997	-4.74471	-4.44278	1.24705	0.887729	-2.86246	-0.298221
449	0.130932	-0.018399	3.87524	-3.86573	3.58892	-0.0721044	1.53584	0.96839	4.86292	-4.15827	1.6927	0.0253704	1.97614	-0.0902387	2.51246	1.04513
450	-0.0894381	-2.71691	-2.52894	3.61219	4.46012	0.836367	0.19063	4.62962	3.8864	0.44592	-4.81317	0.133446	-3.66635	-2.67563	-4.73562	0.164592
451	1.31525	-3.80039	-3.60135	-0.095825	1.1275	2.93449	-4.12743	0.990428	3.77622	2.56526	-3.9842	0.752363	-2.52497	3.52826	0.27506	-0.107353
452	2.55815	-3.78204	-2.94898	2.01827	2.05433	2.24165	1.64789	0.940732	-2.31243	1.83472	-3.92582	-0.978784	4.15909	-3.66144	-4.66353	-0.251789
453	-4.6413	-2.26279	0.240642	1.4862	-4.3283	1.11321	-2.52337	4.44792	-1.32153	-1.50757	0.200287	1.1535	-2.97931	-4.52465	-0.0995965	-0.153358
454	1.11837	2.51053	0.0517689	-1.8273	-0.247821	-3.30035	4.11343	2.43975	3.53437	-4.81239	-3.53904	2.69346	-3.47383	-3.20257	3.05216	0.277609
455	-0.736626	2.03807	-0.461637	-0.0649272	-1.84872	2.01499	-0.617003	1.82975	-4.49258	4.58328	-2.01675	-2.47189	-4.94137	2.88365	2.98763	0.506764
456	0.498164	-1.8561	2.17472	-4.74966	-0.156447	1.28815	2.69009	-1.62207	1.47576	4.15105	-3.92861	3.00193	-4.05152	4.12355	-2.7347	0.448293
457	2.98655	-1.33808	2.20037	-3.86217	-4.32309	-3.41663	2.96759	-3.81567	-3.83335	-4.04916	-1.28756	-3.77472	3.83449	-3.29992	4.31741	-0.13743
458	-2.53869	-4.98877	2.44858	2.30486	1.29938	0.138674	-4.31721	-2.22486	-0.710274	-3.24582	-4.22293	0.238208	-4.12227	-1.95763	-1.77524	-0.0140351
459	-0.460351	-4.75726	-0.637404	0.216558	-3.17389	-2.66982	1.40089	-2.00724	-1.71898	-4.88667	-0.781953	-2.88449	-3.18659	-1.46454	-0.0479851	-0.124089
