No	GoomallingPs-Cl.lag1	GoomallingPSInMonoCl.lag2	GoomallingPSpH.lag11	MundaringB-Turbidity.lag1	GrassValleyPS-Q.lag1	SawyersTankOutCL.lag1	GoomallingPs-Cl.lag9	WestNorthamToodyayQ.lag1	WestNorthamOutQ.lag12	MundaringNH3Dose.lag14	GoomallingPSInMonoCl.lag12	GoomallingPSInMonoCl.lag14	WestNorthamToodyayQ.lag4	GoomallingPS-WaterT.lag4	GoomallingPSInMonoN.lag12	WestNorthamToodyayQ.lag5	WestNorthamToodyayQ.lag3	SawyersTankInCL.lag1	GoomallingPSInTotalNH3.lag12	GoomallingPS-WaterT.lag13	GoomallingPSInMonoCl.lag9	GoomallingPSInMonoCl.lag1	GoomallingPSInMonoN.lag1	OutCl.7day
227	1.86056	3.3396	8.5	0.519636	735.394	4.04591	2.04688	27.382	2320.46	9.66284	2.96216	3.10262	27.0291	16.6153	0.639706	23.6219	25.554	4.08157	0.786699	13.4187	2.55258	3.49696	0.699911	2.12812
228	1.96868	3.49696	8.50479	0.58243	1507.5	3.94285	2.17937	27.4427	2412.79	10.8297	2.71518	2.77966	25.554	19.0736	0.55843	27.0291	22.3435	3.99897	0.727802	17.6	3.08874	3.72525	0.76749	2.04
229	1.89674	3.72525	8.34611	0.36989	755.629	3.76588	2.0525	25.1491	2325.52	12.5044	2.57472	2.96216	22.3435	19.0375	0.531009	25.554	27.382	3.98725	0.629233	17.4	2.98523	3.6024	0.735191	2.10688
230	2.0359	3.6024	8.27812	0.36802	468.718	3.77338	1.99	30.2165	2690.89	13.0516	2.55258	2.71518	27.382	16.3493	0.539413	22.3435	27.4427	3.94656	0.618314	16.95	2.89353	3.46296	0.701855	2.11465
231	2.38111	3.46296	8.37813	0.832637	1469.05	3.78674	1.85146	29.9417	2725.08	11.8897	3.08874	2.57472	27.4427	20.909	0.650199	27.382	25.1491	3.99855	0.899746	16.4715	3.47675	3.32757	0.697736	2.07812
232	2.30979	3.32757	8.34437	0.694125	1649.21	3.90817	1.83154	33.0539	1781.1	14.3459	2.98523	2.55258	25.1491	20.141	0.603349	27.4427	30.2165	4.13712	0.79671	17.575	2.82612	3.03856	0.611214	2.11937
233	2.28437	3.03856	8.50083	0.653778	887.07	3.94004	1.87287	28.967	1780.62	13.6216	2.89353	3.08874	30.2165	22.5889	0.58822	25.1491	29.9417	4.09324	0.760069	18.15	2.54042	3.14376	0.644423	2.15187
234	2.12812	3.14376	8.03951	0.441817	1216.34	3.86325	1.915	26.2308	2118.86	10.961	3.47675	2.98523	29.9417	21.2722	0.725741	30.2165	33.0539	4.11694	0.908128	13.5444	3.3396	2.73427	0.542433	2.25285
235	2.04	2.73427	7.92049	0.284265	987.49	3.98666	1.86056	33.6035	2676.68	9.51963	2.82612	2.89353	33.0539	24.6785	0.590701	29.9417	28.967	4.09643	0.763347	13.2208	3.49696	3.28659	0.648025	2.16125
236	2.10688	3.28659	8.46	0.469915	743.588	4.0235	1.96868	22.5951	2966.37	11.356	2.54042	3.47675	28.967	20.6938	0.524013	33.0539	26.2308	4.00444	0.723959	16.6153	3.72525	3.30151	0.661077	2.09507
237	2.11465	3.30151	8.46549	0.463008	922.859	4.06326	1.89674	46.9719	2657.69	13.6166	3.3396	2.82612	26.2308	18.0813	0.678182	28.967	33.6035	4.06142	0.864263	19.0736	3.6024	3.30702	0.669055	2.0175
238	2.07812	3.30702	8.45076	0.763194	1486.56	4.06483	2.0359	35.6079	2326.42	15.9037	3.49696	2.54042	33.6035	16.7937	0.699911	26.2308	22.5951	3.89872	0.81512	19.0375	3.46296	3.35826	0.715583	2.03611
239	2.11937	3.35826	8.47813	0.78291	916.624	4.00269	2.38111	17.9645	2817.68	12.9044	3.72525	3.3396	22.5951	19.075	0.76749	33.6035	46.9719	3.88148	0.83054	16.3493	3.32757	2.9321	0.631653	2.0175
240	2.15187	2.9321	7.62882	0.860464	2500.12	3.99037	2.30979	30.1037	2415.31	13.2738	3.6024	3.49696	46.9719	21.834	0.735191	22.5951	35.6079	3.89907	0.767867	20.909	3.03856	2.48261	0.504415	2.00153
241	2.25285	2.48261	7.90833	0.725642	729.593	4.00926	2.28437	37.8003	1312.3	14.5328	3.46296	3.72525	35.6079	19.4563	0.701855	46.9719	17.9645	4.09075	0.771775	20.141	3.14376	2.86511	0.612388	1.9175
242	2.16125	2.86511	8.44	0.762952	1111.61	3.85235	2.12812	42.5293	2299.92	10.4761	3.32757	3.6024	17.9645	21.5688	0.697736	35.6079	30.1037	4.11823	0.836977	22.5889	2.73427	2.85101	0.58751	1.9925
243	2.09507	2.85101	8.44688	0.714926	1346.66	3.70105	2.04	30.1124	3302.1	8.66289	3.03856	3.46296	30.1037	23.9688	0.611214	17.9645	37.8003	4.19646	0.755921	21.2722	3.28659	2.74541	0.567372	1.88299
244	2.0175	2.74541	8.46375	0.534583	787.601	3.72691	2.10688	62.2696	2812.02	14.7457	3.14376	3.32757	37.8003	28.4611	0.644423	30.1037	42.5293	4.46953	0.82814	24.6785	3.30151	2.82455	0.589473	1.86437
245	2.03611	2.82455	8.4975	1.37429	1582.18	3.76921	2.11465	10.1985	2280.32	15.8702	2.73427	3.03856	42.5293	26.2937	0.542433	37.8003	30.1124	4.29852	0.64356	20.6938	3.30702	2.09564	0.427512	1.74389
246	2.0175	2.09564	8.4575	2.14894	1492.07	3.71647	2.07812	48.9445	2291.38	16.2176	3.28659	3.14376	30.1124	24.9479	0.648025	42.5293	62.2696	4.02853	0.764154	18.0813	3.35826	2.75487	0.556216	1.80375
247	2.00153	2.75487	8.46438	3.25119	2798.54	3.68057	2.11937	37.6788	2332.22	12.2254	3.30151	2.73427	62.2696	23.2437	0.661077	30.1124	10.1985	3.98663	0.840951	16.7937	2.9321	2.55987	0.53212	1.765
248	1.9175	2.55987	8.44	2.76594	1459.49	3.65973	2.15187	3.24234	2510.44	11.7088	3.30702	3.28659	10.1985	24.1132	0.669055	62.2696	48.9445	4.03907	0.846278	19.075	2.48261	2.74444	0.582494	2.25625
249	1.9925	2.74444	8.43375	2.51101	1630.92	3.69861	2.25285	59.062	2805.92	13.1285	3.35826	3.30151	48.9445	24.1812	0.715583	10.1985	37.6788	4.14375	0.896882	21.834	2.86511	3.10904	0.652694	1.64125
250	1.88299	3.10904	8.42625	1.67147	1444.86	3.53051	2.16125	20.8366	3112.68	13.6218	2.9321	3.30702	37.6788	22.3451	0.631653	48.9445	3.24234	3.72247	0.873711	19.4563	2.85101	2.79495	0.548405	1.64146
251	1.86437	2.79495	8.41	2.23756	1853.38	3.20866	2.09507	6.14916	3221	15.5828	2.48261	3.35826	3.24234	21.675	0.504415	37.6788	59.062	3.66455	0.863372	21.5688	2.74541	2.68235	0.544933	1.72056
252	1.74389	2.68235	8.39625	2.15196	1838.51	3.43251	2.0175	47.6777	2491.93	16.3653	2.86511	2.9321	59.062	23.9625	0.612388	3.24234	20.8366	3.90646	0.780573	23.9688	2.82455	2.35272	0.491292	1.74208
253	1.80375	2.35272	8.42437	2.13058	1737.22	3.50217	2.03611	18.2508	3008.03	15.2304	2.85101	2.48261	20.8366	21.0514	0.58751	59.062	6.14916	3.90789	0.79544	28.4611	2.09564	2.3397	0.475165	1.70007
254	1.765	2.3397	8.44	2.1742	3034.95	3.5568	2.0175	38.8936	3041.82	14.9905	2.74541	2.86511	6.14916	22.9396	0.567372	20.8366	47.6777	3.95388	0.763586	26.2937	2.75487	2.13047	0.438086	1.65312
255	2.25625	2.13047	8.42236	2.81	2907.86	3.52196	2.00153	17.9008	2785.36	16.7901	2.82455	2.85101	47.6777	19.9792	0.589473	6.14916	18.2508	3.88858	0.805244	24.9479	2.55987	2.45676	0.504805	1.5725
256	1.64125	2.45676	8.4	2.79355	883.538	3.46093	1.9175	46.1563	3123.58	16.0636	2.09564	2.74541	18.2508	24.8438	0.427512	47.6777	38.8936	3.85686	0.630489	23.2437	2.74444	2.67163	0.545078	1.60125
257	1.64146	2.67163	8.37507	2.50324	752.177	3.40791	1.9925	39.851	2815.24	15.7016	2.75487	2.82455	38.8936	23.95	0.556216	18.2508	17.9008	3.83356	0.781527	24.1132	3.10904	2.63553	0.541044	1.64361
258	1.72056	2.63553	8.38438	2.31641	950.334	3.42781	1.88299	36.5045	3705.05	15.7233	2.55987	2.09564	17.9008	22.6625	0.53212	38.8936	46.1563	3.88245	0.695522	24.1812	2.79495	2.38102	0.477555	1.62847
259	1.74208	2.38102	8.36	2.25412	924.134	3.46187	1.86437	61.1272	2798.75	16.5616	2.74444	2.75487	46.1563	19.5688	0.582494	17.9008	39.851	3.89716	0.77034	22.3451	2.68235	2.62636	0.529395	1.69375
260	1.70007	2.62636	8.37069	2.26554	973.243	3.4639	1.74389	34.367	2764.65	16.5917	3.10904	2.55987	39.851	22.0562	0.652694	46.1563	36.5045	3.92206	0.835312	21.675	2.35272	2.21636	0.462447	1.765
261	1.65312	2.21636	8.36	2.24832	1898.95	3.44303	1.80375	40.9876	2437.23	16.7139	2.79495	2.74444	36.5045	24.5757	0.548405	39.851	61.1272	3.88475	0.760757	23.9625	2.3397	2.35742	0.456074	1.60375
262	1.5725	2.35742	8.40299	2.12853	953.373	3.5105	1.765	61.5379	3087.28	16.6184	2.68235	3.10904	61.1272	27.5139	0.544933	36.5045	34.367	3.94219	0.818338	21.0514	2.13047	2.51828	0.508139	1.51875
263	1.60125	2.51828	8.35688	1.99028	1331.22	3.46492	2.25625	72.5664	2902.06	8.79318	2.35272	2.79495	34.367	26.3729	0.491292	61.1272	40.9876	3.87568	0.687034	22.9396	2.45676	2.49025	0.49255	1.51479
264	1.64361	2.49025	8.3075	1.94146	914.295	3.45549	1.64125	86.4035	2642.13	11.1048	2.3397	2.68235	40.9876	24.7125	0.475165	34.367	61.5379	3.85659	0.690276	19.9792	2.67163	2.39211	0.516029	1.38632
265	1.62847	2.39211	8.03688	1.96044	1242.09	3.47011	1.64146	40.091	3417.12	11.3889	2.13047	2.35272	61.5379	23.5875	0.438086	40.9876	72.5664	3.91148	0.611402	24.8438	2.63553	2.42204	0.473218	1.37
266	1.69375	2.42204	8.3775	1.32168	1007.39	3.45061	1.72056	51.2497	3397.98	11.5324	2.45676	2.3397	72.5664	24.2375	0.504805	61.5379	86.4035	3.8455	0.749968	23.95	2.38102	2.09349	0.420267	1.3134
267	1.765	2.09349	8.35458	0.945614	831.723	3.40619	1.74208	23.6653	2230.73	11.3058	2.67163	2.13047	86.4035	26.3875	0.545078	72.5664	40.091	3.78285	0.821355	22.6625	2.62636	1.90028	0.393779	1.35493
268	1.60375	1.90028	8.31833	0.943792	820.205	3.35351	1.70007	3.11218	2431.32	11.2941	2.63553	2.45676	40.091	26.9694	0.541044	86.4035	51.2497	3.71802	0.77001	19.5688	2.21636	2.04737	0.439538	1.40125
269	1.51875	2.04737	8.27424	0.887296	930.716	3.3868	1.65312	61.3036	2633.17	11.4856	2.38102	2.67163	51.2497	29.6076	0.477555	40.091	23.6653	3.76694	0.728095	22.0562	2.35742	0.955701	0.233571	1.15
270	1.51479	0.955701	8.26715	0.866681	810.8	3.37586	1.5725	19.6681	3228.78	11.5929	2.62636	2.63553	23.6653	30.7049	0.529395	51.2497	3.11218	3.7348	0.79561	24.5757	2.51828	0	0	1.08896
271	1.38632	0	8.27562	0.820522	855.169	3.4735	1.60125	46.1563	2924.05	11.556	2.21636	2.38102	3.11218	25.9937	0.462447	23.6653	61.3036	3.70314	0.697808	27.5139	2.49025	0	0	1.05104
272	1.37	0	8.3	0.599855	816.055	3.71275	1.64361	15.9282	3637.59	11.1631	2.35742	2.62636	61.3036	26.7403	0.456074	3.11218	19.6681	3.70189	0.717201	26.3729	2.39211	0	0	1.05937
273	1.3134	0	8.27937	0.819019	831.03	3.65558	1.62847	0.4165	3359.55	11.1837	2.51828	2.21636	19.6681	29.0125	0.508139	61.3036	46.1563	3.67224	0.771905	24.7125	2.42204	0	0	1.02833
274	1.35493	0	8.23292	0.82749	1258.61	3.66904	1.69375	44.8692	3233.5	11.3516	2.49025	2.35742	46.1563	25.3938	0.49255	19.6681	15.9282	3.69844	0.768009	23.5875	2.09349	0.0536879	0.0105963	1.11451
275	1.40125	0.0536879	8.22854	0.812915	856.343	3.66411	1.765	11.1153	3232.58	11.1116	2.39211	2.51828	15.9282	22.5715	0.516029	46.1563	0.4165	3.70909	0.735269	24.2375	1.90028	0.254254	0.0501818	1.1375
276	1.15	0.254254	8.18424	0.785811	950.761	3.72273	1.60375	27.2721	3133.49	11.3289	2.42204	2.49025	0.4165	19.8854	0.473218	15.9282	44.8692	3.79381	0.796949	26.3875	2.04737	0.463195	0.0914201	1.1825
277	1.08896	0.463195	8.155	0.782515	869.416	3.72891	1.51875	61.5494	3238.63	11.1815	2.09349	2.39211	44.8692	20.5882	0.420267	0.4165	11.1153	3.80342	0.628303	26.9694	0.955701	0.672136	0.132658	1.07125
278	1.05104	0.672136	8.08062	0.57124	1285.74	3.69294	1.51479	30.2078	1694.88	11.3125	1.90028	2.42204	11.1153	21.0375	0.393779	44.8692	27.2721	3.84824	0.581217	29.6076	0	0.881076	0.173897	1.05688
279	1.05937	0.881076	8.05375	0.526851	831.198	3.78773	1.38632	51.7183	10.9134	11.4414	2.04737	2.09349	27.2721	22.3625	0.439538	11.1153	61.5494	4.06081	0.713582	30.7049	0	1.09002	0.215135	0.810625
280	1.02833	1.09002	8.01187	0.571954	968.692	3.77643	1.37	61.3383	12.4016	11.2155	0.955701	1.90028	61.5494	25.1125	0.233571	27.2721	30.2078	3.90005	0.495543	25.9937	0	1.29896	0.256373	1.38354
281	1.11451	1.29896	7.96306	0.566255	1407.61	3.75054	1.3134	20.3969	9.93259	10.9596	0	2.04737	30.2078	25.2861	0	61.5494	51.7183	3.87387	0	26.7403	0	1.27964	0.257663	1.41819
282	1.1375	1.27964	7.93875	0.559759	928.377	3.72294	1.35493	13.5941	10.5163	10.8666	0	0.955701	51.7183	26.3201	0	30.2078	61.3383	3.84806	0	29.0125	0.0536879	0.958518	0.205086	1.29937
283	1.1825	0.958518	7.89	0.563886	909.165	3.74699	1.40125	12.8565	9.48394	10.7658	0	0	61.3383	23.9812	0	51.7183	20.3969	3.88093	0	25.3938	0.254254	0.921121	0.215203	1.22375
284	1.07125	0.921121	7.91403	0.567615	853.358	3.7613	1.15	30.4103	1553.63	10.9321	0	0	20.3969	24.5229	0	61.3383	13.5941	3.928	0	22.5715	0.463195	1.45822	0.313465	1.61743
285	1.05688	1.45822	7.67063	0.440293	1251.56	3.71197	1.08896	29.4009	2999.76	7.66504	0.0536879	0	13.5941	25.8938	0.0105963	20.3969	12.8565	3.83471	0.028978	19.8854	0.672136	1.75489	0.343666	1.75778
286	0.810625	1.75489	7.78125	0.612299	860.135	3.69797	1.05104	48.2475	2771.5	10.5739	0.254254	0	12.8565	28.2812	0.0501818	13.5941	30.4103	3.88088	0.137233	20.5882	0.881076	0.522742	0.129541	1.79042
287	1.38354	0.522742	7.76389	0.573247	1134.4	3.75566	1.05937	66.7123	3346.06	10.7991	0.463195	0.0536879	30.4103	28.8062	0.0914201	12.8565	29.4009	3.90413	0.250008	21.0375	1.09002	1.33673	0.304871	1.82
288	1.41819	1.33673	7.73556	0.549121	2422.1	3.79215	1.02833	68.1672	3009.29	10.8655	0.672136	0.254254	29.4009	27.7312	0.132658	30.4103	48.2475	3.92129	0.362784	22.3625	1.29896	1.45349	0.293435	1.84438
289	1.29937	1.45349	7.75167	0.586181	3532.99	3.85059	1.11451	69.1477	2637.11	11.1563	0.881076	0.463195	48.2475	28.8146	0.173897	29.4009	66.7123	3.9994	0.475559	25.1125	1.27964	1.02462	0.231266	1.90187
290	1.22375	1.02462	7.77708	0.649555	3413.56	3.82019	1.1375	69.1882	2993.28	13.0951	1.09002	0.672136	66.7123	24.3924	0.215135	48.2475	68.1672	3.99584	0.588334	25.2861	0.958518	1.79117	0.376595	1.99063
291	1.61743	1.79117	7.66576	0.58346	840.665	3.77009	1.1825	35.6079	3060.21	10.0837	1.29896	0.881076	68.1672	28.1056	0.256373	66.7123	69.1477	3.94134	0.701109	26.3201	0.921121	3.06597	0.618018	2.04438
292	1.75778	3.06597	7.80312	0.602783	757.694	3.73691	1.07125	48.2547	3235.54	11.0564	1.27964	1.09002	69.1477	33.0187	0.257663	68.1672	69.1882	3.92564	0.624297	23.9812	1.45822	3.22524	0.642125	2.18076
293	1.79042	3.22524	7.76562	0.609392	1591.17	3.75687	1.05688	68.9221	3160.54	10.8561	0.958518	1.29896	69.1882	32.9813	0.205086	69.1477	35.6079	3.8906	0.342832	24.5229	1.75489	3.28773	0.666174	2.08
294	1.82	3.28773	7.70312	0.6192	1091.06	3.77571	0.810625	54.2144	3064.28	10.9631	0.921121	1.27964	35.6079	29.6819	0.215203	69.1882	48.2547	3.88743	0.321621	25.8938	0.522742	3.72123	0.756218	2.0675
295	1.84438	3.72123	7.86188	0.646083	2049.25	3.78438	1.38354	63.1952	3060.43	10.8082	1.45822	0.958518	48.2547	27.3507	0.313465	35.6079	68.9221	3.92296	0.454294	28.2812	1.33673	3.27674	0.664875	2.18146
296	1.90187	3.27674	8.21125	0.655337	2029.66	3.84456	1.41819	70.1716	2418.93	10.772	1.75489	0.921121	68.9221	28.5035	0.343666	48.2547	54.2144	3.9461	0.574223	28.8062	1.45349	3.29266	0.66777	2.13417
297	1.99063	3.29266	7.68514	0.65019	3291.97	3.86253	1.29937	78.691	3055.18	10.5144	0.522742	1.45822	54.2144	25.5688	0.129541	68.9221	63.1952	3.97257	0.452898	27.7312	1.02462	3.39858	0.71843	2.02625
298	2.04438	3.39858	7.78313	0.698143	2651.45	3.89683	1.22375	82.5596	3509.96	7.49589	1.33673	1.75489	63.1952	25.8	0.304871	54.2144	70.1716	3.81021	0.531353	28.8146	1.79117	3.39984	0.701693	1.92708
299	2.18076	3.39984	7.74563	0.719992	114.239	3.70989	1.61743	40.6001	3799.64	10.785	1.45349	0.522742	70.1716	29.8062	0.293435	63.1952	78.691	3.73747	0.434473	24.3924	3.06597	3.72886	0.777913	2.00271
300	2.08	3.72886	7.77438	0.623147	2818.58	3.7923	1.75778	54.2809	4114.3	10.6543	1.02462	1.33673	78.691	33.9813	0.231266	70.1716	82.5596	3.83718	0.407261	28.1056	3.22524	3.77876	0.774257	2.42813
301	2.0675	3.77876	7.97576	0.609596	3536.11	3.80152	1.79042	74.6605	4117.38	10.6156	1.79117	1.45349	82.5596	33.3937	0.376595	78.691	40.6001	3.73676	0.596776	33.0187	3.28773	4.04224	0.849601	2.37326
302	2.18146	4.04224	7.97556	0.603969	2723.98	3.8106	1.82	71.0017	2998.97	10.5772	3.06597	1.02462	40.6001	34.0417	0.618018	82.5596	54.2809	3.8027	0.796996	32.9813	3.72123	3.14523	0.661575	2.30938
303	2.13417	3.14523	8.02056	0.582297	3545.42	3.80385	1.84438	69.5671	2177.98	11.5936	3.22524	1.79117	54.2809	29.1757	0.642125	40.6001	74.6605	3.94036	0.834049	29.6819	3.27674	3.74781	0.78154	2.21563
304	2.02625	3.74781	8.05375	0.643809	1977.12	3.83104	1.90187	69.541	3368.63	11.3244	3.28773	3.06597	74.6605	25.9625	0.666174	54.2809	71.0017	4.00554	0.865266	27.3507	3.29266	3.48742	0.715347	2.2
305	1.92708	3.48742	8.06938	0.590926	1222.07	3.76636	1.99063	51.7443	3214.47	11.0008	3.72123	3.22524	71.0017	29.2153	0.756218	74.6605	69.5671	3.98869	0.935612	28.5035	3.39858	3.78199	0.797875	2.20063
306	2.00271	3.78199	8.12937	0.556918	1729.63	3.74916	2.04438	69.5526	3674.59	10.599	3.27674	3.28773	69.5671	28.1819	0.664875	71.0017	69.541	3.94907	0.911067	25.5688	3.39984	3.47883	0.726397	2.18438
307	2.42813	3.47883	8.16	0.595052	680.215	3.65665	2.18076	60.702	3632.67	12.2988	3.29266	3.72123	69.541	28.2063	0.66777	69.5671	51.7443	3.91209	0.908358	25.8	3.72886	3.90345	0.809865	2.2
308	2.37326	3.90345	8.16	0.580824	954.577	3.68916	2.08	73.6945	3946.74	11.2041	3.39858	3.27674	51.7443	30.4285	0.71843	69.541	69.5526	3.88832	0.928772	29.8062	3.77876	4.06817	0.835981	2.17833
309	2.30938	4.06817	8.23306	0.583124	2136.61	3.73886	2.0675	59.1228	3772.43	10.6127	3.39984	3.29266	69.5526	30.1465	0.701693	51.7443	60.702	3.91407	0.938602	33.9813	4.04224	3.86926	0.80606	2.19062
310	2.21563	3.86926	8.23389	0.594006	3134.4	3.75134	2.18146	28.6604	622.497	10.6741	3.72886	3.39858	60.702	32.0812	0.777913	69.5526	73.6945	3.95151	1.03273	33.3937	3.14523	3.80806	0.791298	2.17937
311	2.2	3.80806	8.275	0.58239	1488.98	3.72141	2.13417	74.6518	3893.69	11.5223	3.77876	3.39984	73.6945	30.7215	0.774257	60.702	59.1228	3.92191	1.03294	34.0417	3.74781	3.96975	0.820405	2.19062
