n	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	Y1
483	0.886992	0.212788	0.644944	0.598011	0.335635	0.402029	0.407788	0.238696	0.704119	0.490177	12.6488
484	0.766349	0.769741	0.684368	0.983723	0.984954	0.501904	0.0654244	0.737075	0.878097	0.186679	24.9937
485	0.812529	0.77277	0.488844	0.905941	0.86656	0.897631	0.037185	0.753552	0.110419	0.682129	21.2866
486	0.351563	0.446054	0.0841583	0.759351	0.68475	0.788277	0.249527	0.4511	0.558018	0.933895	16.93
487	0.435799	0.500247	0.280047	0.313896	0.686925	0.262086	0.218096	0.17405	0.437341	0.0306254	15.3672
488	0.94682	0.926185	0.936566	0.81338	0.823816	0.973751	0.566932	0.934235	0.655881	0.918494	19.131
489	0.677845	0.0650395	0.528316	0.927372	0.516139	0.0863347	0.861267	0.950961	0.629307	0.297067	14.6634
490	0.451208	0.909354	0.610963	0.138133	0.17144	0.829059	0.312183	0.608781	0.859685	0.259002	12.2589
491	0.0723815	0.358782	0.770003	0.639313	0.293017	0.425883	0.557807	0.673306	0.165922	0.235652	11.5586
492	0.738345	0.694238	0.163024	0.254484	0.780573	0.0242916	0.205445	0.40988	0.321358	0.656653	18.5144
493	0.794786	0.490673	0.76138	0.106969	0.0994544	0.621065	0.365971	0.63442	0.417316	0.438352	12.8119
494	0.993202	0.187319	0.0776651	0.286219	0.613202	0.635472	0.959525	0.779124	0.871125	0.69787	14.9832
495	0.952354	0.253935	0.0584404	0.1578	0.663814	0.379799	0.814453	0.983048	0.31212	0.609239	15.1591
496	0.473722	0.0735002	0.716208	0.573176	0.694565	0.0821781	0.207597	0.111881	0.52053	0.200799	9.61909
497	0.487018	0.912402	0.233668	0.446542	0.691525	0.104792	0.144412	0.164887	0.138941	0.0967668	19.9776
498	0.418822	0.197382	0.254567	0.0826362	0.57718	0.0690197	0.0656846	0.8893	0.678259	0.539406	7.92951
499	0.112583	0.657366	0.476645	0.320179	0.769247	0.997175	0.520978	0.0684469	0.59537	0.00799569	9.26171
500	0.980849	0.829038	0.454538	0.672374	0.93383	0.59895	0.837261	0.0727716	0.695717	0.256083	16.5377
